R29494,R28882
R11460,R28273
R22708,R90190
R78212,R21494
R57280,R13241
R17111,R35569
R95682,R26314
R18558,R22356
R40535,R51858
R17673,R62575
R40565,R97518
R21527,R13337
R18326,R92298
R95582,R29000
R27774,R87459
R11832,R67645
R90276,R49024
R27653,R95554
R63650,R77668
R70402,R62498
R77269,R92638
R67628,R78309
R79151,R64820
R19400,R85779
R91155,R94265
R84541,R62428
R86139,R52372
R28719,R32131
R85654,R98575
R37022,R49270
R20527,R34838
R17068,R63960
R55614,R38322
R34705,R43082
R37304,R98371
R57019,R83154
R84678,R75546
R29417,R34778
R35048,R32420
R46840,R16661
R32250,R85703
R91269,R18699
R16590,R14460
R59615,R69375
R71312,R71059
R95821,R28625
R59621,R74522
R87101,R38487
R19084,R14322
R65729,R31918
R34038,R12494
R12386,R80731
R38084,R79782
R56983,R75439
R58640,R63019
R85569,R33532
R41481,R46315
R15253,R61206
R27268,R20403
R56045,R28810
R11765,R89099
R76671,R10749
R93678,R15047
R99772,R94134
R83513,R22923
R69724,R27252
R85523,R84175
R33990,R69044
R93876,R96908
R69858,R42123
R24194,R27673
R78004,R22146
R63293,R64057
R74093,R77823
R99533,R58323
R80108,R76043
R59703,R90251
R49603,R63297
R33328,R25058
R35820,R84904
R14527,R80289
R95304,R65310
R20524,R11443
R63216,R61243
R22767,R94625
R95058,R70361
R40740,R52753
R56100,R29033
R77203,R12335
R48378,R41321
R53266,R87255
R88727,R62861
R11991,R15115
R30787,R43252
R34636,R73872
R43403,R37223
R64929,R86548
R74512,R56952
R36562,R75269
R56642,R23603
R13143,R66193
R76120,R45043
R44630,R39884
R38062,R10014
R77643,R58648
R86084,R41253
R93999,R87914
R49686,R61088
R74907,R19021
R60615,R28926
R55057,R98529
R61358,R38080
R21843,R24559
R12617,R93592
R96854,R74381
R78476,R32225
R59409,R73456
R71393,R94855
R67835,R87920
R83334,R68240
R36265,R48021
R97066,R69244
R32856,R99853
R13656,R80670
R55492,R50048
R31493,R97504
R77228,R96401
R97199,R17436
R22507,R68573
R16951,R69775
R73967,R75572
R57400,R94979
R67721,R76782
R64094,R90722
R37424,R29201
R18035,R66750
R12374,R79780
R59075,R34827
R21638,R50193
R38634,R34464
R94669,R72586
R63182,R86475
R68516,R43250
R53689,R58893
R41243,R10549
R13950,R24127
R41176,R62562
R81744,R25389
R41006,R77053
R50447,R77368
R54285,R78842
R17884,R50152
R67793,R36828
R67094,R59536
R63451,R82479
R97637,R87890
R18374,R47978
R36293,R66045
R24304,R52556
R21677,R53136
R44087,R75239
R27624,R51171
R53959,R34256
R30576,R11474
R44097,R22570
R73961,R71369
R98112,R17802
R42451,R86666
R63048,R60483
R43855,R58232
R18810,R28201
R50949,R64593
R70589,R81573
R40658,R17956
R35690,R86590
R63130,R62954
R47797,R98788
R60725,R10565
R76239,R18594
R53272,R36263
R65353,R82098
R78896,R94445
R43711,R68666
R51527,R84827
R55307,R90124
R51961,R50328
R99859,R83488
R22772,R58710
R31711,R20853
R22782,R60017
R96037,R12281
R22427,R56815
R52869,R20265
R74686,R44261
R42056,R12005
R47392,R75275
R98945,R39862
R51794,R49350
R64041,R91785
R27626,R93647
R58425,R51103
R27313,R41658
R25977,R18876
R95504,R89792
R58899,R71305
R68515,R12056
R46231,R74203
R26938,R25833
R71707,R25446
R28915,R81505
R54591,R36660
R37316,R38774
R86997,R57244
R19823,R73869
R26153,R11215
R21309,R89837
R44989,R35479
R48219,R32773
R43772,R40529
R90608,R71028
R90583,R40616
R36728,R57688
R31291,R56010
R34787,R20975
R20856,R52185
R50685,R26811
R49084,R23214
R98629,R40728
R31126,R96699
R26842,R91937
R38101,R58588
R42637,R41190
R90217,R97759
R64918,R60384
R56487,R24956
R92006,R81921
R85333,R92632
R92489,R83174
R80065,R20087
R52080,R49222
R32120,R88664
R57665,R76836
R52236,R54976
R21925,R88880
R24561,R11425
R94644,R51294
R61769,R97848
R13243,R94991
R23835,R30875
R21606,R88300
R73810,R78398
R18027,R81836
R93159,R90414
R58638,R53949
R53244,R75984
R44382,R94540
R26733,R83116
R34311,R77818
R10483,R64428
R96135,R91185
R98805,R68799
R39954,R73566
R13564,R69414
R69824,R48431
R69319,R35422
R92579,R40698
R11391,R66146
R26904,R88775
R29454,R31996
R47114,R68291
R28373,R41075
R15615,R40506
R39300,R27289
R20674,R75917
R73041,R94081
R46322,R80364
R27984,R37224
R30121,R24557
R94576,R61854
R98869,R94878
R44206,R26921
R23084,R24975
R42944,R77248
R95463,R36594
R14893,R34307
R51599,R70548
R73592,R46301
R75699,R66711
R16663,R23513
R25454,R93667
R49849,R12962
R38190,R10924
R84143,R63088
R25497,R96905
R43077,R22663
R39749,R75643
R25017,R82720
R58246,R99189
R55669,R56955
R19383,R34064
R62676,R58191
R17223,R93689
R49283,R38292
R79764,R76713
R77385,R65412
R27230,R68157
R67859,R46939
R79177,R67593
R37366,R90789
R25569,R98388
R29488,R82186
R58625,R11704
R33464,R59738
R45088,R85476
R39319,R14675
R58433,R59558
R67503,R83621
R43875,R39041
R90512,R52801
R18905,R39514
R59096,R56782
R83191,R30362
R89589,R17047
R34714,R59663
R15467,R68166
R19020,R43749
R78139,R94432
R77537,R27018
R89690,R53647
R74713,R29483
R45950,R46565
R51583,R71346
R92095,R71050
R68896,R27561
R82329,R78192
R32718,R65678
R12407,R50999
R88022,R79996
R37091,R74065
R65435,R54044
R26911,R95212
R42079,R26431
R93610,R13508
R97002,R83360
R57973,R93435
R19038,R21298
R99100,R94342
R14619,R16073
R17887,R82159
R89560,R91764
R11130,R48932
R97986,R97721
R94654,R39814
R19279,R33390
R86327,R54030
R95910,R24807
R89039,R84770
R69204,R24401
R39359,R42681
R12233,R90157
R61817,R64308
R40299,R56256
R88594,R72572
R12344,R33560
R80245,R88053
R11150,R76789
R87182,R58358
R77711,R66668
R68626,R10890
R20766,R73283
R39006,R11691
R86462,R25996
R78203,R84264
R25825,R50629
R76198,R77195
R45060,R47691
R22160,R37014
R19629,R16884
R27551,R85548
R71998,R12306
R96801,R70657
R41279,R94822
R21666,R17760
R44360,R18681
R30689,R85210
R75168,R59608
R29472,R72957
R76747,R50978
R79878,R80874
R26068,R25474
R75003,R32001
R87908,R76897
R40474,R57965
R49516,R53613
R47085,R89857
R92511,R16456
R31654,R66043
R85683,R73254
R40792,R75471
R17986,R92309
R38760,R62073
R77801,R61111
R11885,R22024
R91257,R45751
R49601,R77189
R31289,R54050
R83168,R75023
R55908,R57828
R64858,R40688
R18135,R81076
R14776,R28686
R72216,R78167
R52044,R74267
R81878,R92604
R43259,R83958
R26202,R24600
R17126,R76627
R87717,R41768
R85796,R73192
R23365,R49149
R81882,R47897
R39895,R36664
R39577,R92415
R25759,R24477
R42018,R91967
R10554,R62092
R23887,R95310
R83808,R88327
R63870,R83258
R74998,R95223
R31826,R82243
R78440,R67585
R41826,R26410
R20751,R52076
R26249,R24202
R66068,R10809
R38539,R26307
R35823,R50566
R62204,R76741
R15364,R32711
R13515,R94603
R61819,R79312
R31407,R65994
R14782,R49797
R62061,R51672
R14213,R15269
R54442,R56877
R27444,R95729
R32620,R57712
R17886,R81175
R35196,R68512
R62463,R24597
R29637,R44306
R24453,R66215
R89515,R43469
R83867,R24721
R98434,R14388
R27175,R78908
R59286,R19811
R91177,R17855
R71355,R19787
R94660,R95655
R24499,R91434
R47479,R25112
R55745,R60941
R73648,R43170
R53225,R45075
R62537,R48844
R10255,R79510
R18564,R50827
R67823,R36127
R47298,R78211
R37094,R53719
R69752,R80990
R16446,R29458
R88163,R23923
R70817,R97822
R99891,R67427
R27566,R64631
R75212,R37468
R45086,R64709
R81143,R64684
R66883,R81552
R87142,R18264
R93905,R25596
R60202,R35887
R74782,R69998
R73373,R29093
R57949,R61541
R39248,R90510
R62789,R13952
R24547,R29422
R21723,R10748
R94934,R78170
R89749,R70262
R30348,R89798
R92015,R54132
R89077,R29588
R87021,R15395
R28979,R84800
R28350,R81682
R56618,R83157
R66684,R23336
R36392,R62316
R29346,R25671
R78630,R17521
R64268,R71659
R95481,R84776
R81515,R25185
R35266,R97590
R87302,R98882
R88336,R81266
R20099,R51034
R23976,R88131
R66902,R66992
R37067,R15625
R60326,R35598
R61606,R87293
R40246,R55398
R35427,R21464
R38604,R11141
R48244,R90111
R19922,R60690
R48277,R73034
R59069,R50920
R70892,R27440
R81532,R85140
R10996,R56788
R20422,R15006
R17108,R20547
R17656,R21864
R40309,R10875
R77481,R25228
R40357,R69005
R89917,R36327
R93328,R69342
R42973,R37292
R29073,R91942
R53939,R19945
R45053,R41225
R10750,R40066
R83279,R94634
R98243,R85650
R51018,R23803
R87634,R64921
R63286,R22402
R29612,R93355
R38823,R18391
R50832,R22415
R67960,R41600
R14976,R97708
R12985,R29025
R90862,R63426
R60099,R47986
R72369,R27336
R13329,R65569
R45733,R23623
R13934,R58965
R41327,R92898
R28916,R67426
R17310,R75944
R68679,R16063
R96504,R62285
R31385,R16919
R21968,R97147
R93734,R39125
R40651,R57354
R28564,R68837
R59348,R40803
R93606,R57489
R38939,R62417
R15555,R80306
R27579,R69776
R74310,R38320
R74778,R66632
R64704,R41258
R15086,R84335
R99866,R34709
R51104,R65807
R85407,R24654
R15724,R21888
R65559,R34609
R12454,R85385
R58774,R48784
R98638,R52637
R63056,R66576
R55730,R52122
R89545,R41807
R72156,R53257
R68538,R27574
R29032,R74257
R30265,R55350
R23093,R63258
R99086,R31027
R71117,R49643
R79068,R97497
R83926,R87886
R83885,R44214
R83205,R36133
R98628,R38683
R63728,R20775
R22436,R46818
R41634,R17229
R71079,R27558
R60687,R16907
R20494,R65162
R24386,R34093
R14012,R57922
R65311,R84470
R56694,R65442
R35250,R53798
R99616,R96748
R44336,R79160
R15515,R76304
R91192,R42919
R95427,R33758
R72782,R16564
R66825,R12035
R20636,R23345
R54615,R63177
R41076,R46116
R85867,R25561
R38044,R57960
R94467,R29632
R68570,R13327
R12135,R11181
R59210,R37957
R98283,R54653
R41828,R35275
R58158,R39129
R45919,R67178
R92049,R10372
R79962,R63379
R84757,R50265
R67369,R82977
R60863,R92004
R75543,R26447
R11810,R88527
R68478,R67783
R39461,R95958
R57952,R57772
R23972,R55212
R53167,R74577
R31540,R49485
R22055,R26817
R89951,R62418
R97203,R68663
R64208,R99238
R38536,R56851
R60987,R66803
R33206,R85240
R49313,R58261
R62032,R96603
R96072,R55290
R89095,R80282
R29655,R29862
R62228,R16008
R75502,R99299
R64385,R19100
R25915,R81172
R40316,R22755
R59851,R97640
R51903,R52835
R45257,R28238
R70329,R58666
R66398,R39432
R80168,R61073
R66853,R41728
R62134,R84594
R77940,R76163
R18814,R35893
R81286,R76942
R22672,R66551
R31175,R20719
R51241,R85272
R11180,R27443
R79872,R89582
R33875,R39156
R49832,R65112
R23421,R70434
R89382,R54955
R84699,R44169
R72379,R66298
R96016,R69148
R85220,R46167
R25735,R17992
R47291,R48743
R99912,R53285
R19036,R54371
R58430,R54291
R88009,R61399
R64806,R60595
R56336,R56959
R26290,R89137
R43858,R86049
R78233,R26805
R31598,R11075
R13066,R43400
R92971,R84386
R46745,R99131
R57024,R13356
R76229,R48605
R70285,R53437
R65581,R36188
R63521,R95784
R41492,R38424
R50820,R24485
R57797,R67922
R37712,R81127
R94036,R52193
R51121,R80926
R95188,R32173
R89185,R99517
R35364,R22004
R60155,R44998
R44559,R25121
R13002,R22637
R50419,R12067
R98941,R85434
R45649,R43041
R35917,R60584
R36374,R27320
R72302,R71863
R22022,R83620
R89788,R94477
R93182,R99620
R98651,R17662
R84078,R43835
R36299,R32487
R10880,R97805
R78583,R54085
R68046,R84395
R62687,R67224
R10571,R44830
R33396,R13581
R72201,R77059
R82121,R42198
R51791,R25941
R34172,R47215
R25834,R61847
R73558,R40558
R95676,R26946
R38708,R54538
R30682,R15473
R42193,R93146
R53607,R95267
R76097,R62229
R68029,R54600
R57653,R68623
R22015,R94248
R14751,R43147
R55831,R11921
R66810,R17900
R36641,R27356
R17520,R79630
R49562,R72085
R93940,R81051
R76076,R71994
R19044,R81287
R46339,R56997
R50104,R76205
R94998,R13299
R69587,R14649
R72003,R33587
R38861,R53214
R73260,R93379
R29089,R75285
R28834,R54319
R94779,R96244
R29493,R83302
R20260,R51633
R15254,R84009
R84225,R66602
R59419,R16004
R58678,R87244
R12563,R37452
R24767,R60677
R91586,R73428
R21721,R89187
R23473,R21108
R84809,R19803
R57732,R32693
R86326,R16778
R12969,R89060
R10214,R89204
R57771,R82739
R44538,R42191
R22180,R26414
R17296,R30826
R22151,R19259
R62517,R67694
R51684,R29700
R38014,R62805
R63505,R19549
R19521,R41068
R12554,R60222
R70586,R41110
R18725,R35140
R44495,R69746
R43188,R93675
R35574,R68506
R71718,R87191
R96384,R11734
R31236,R88747
R50666,R39037
R78345,R60221
R79931,R57366
R49823,R64951
R72597,R74895
R90701,R90509
R54463,R14294
R72287,R67232
R86602,R32882
R95952,R80592
R50636,R84467
R81954,R41073
R74604,R41678
R40392,R45282
R33991,R79273
R46373,R40923
R38270,R56298
R82408,R43206
R77807,R68328
R38188,R29699
R82008,R96107
R76403,R60407
R68609,R16309
R10708,R50091
R12390,R43575
R98678,R28593
R35145,R46636
R85895,R81569
R38656,R35472
R93210,R70656
R65588,R39447
R45022,R77955
R64883,R37112
R84389,R20380
R71656,R90319
R15628,R86317
R28421,R30836
R93304,R91224
R91292,R28495
R62010,R96320
R51944,R41831
R64498,R77985
R67747,R53804
R94548,R37053
R78137,R94847
R72000,R93302
R32723,R48347
R63667,R45678
R87639,R43168
R11662,R67259
R57383,R81120
R88508,R19205
R29786,R77041
R92292,R58929
R18828,R38904
R83254,R72643
R35071,R59196
R70458,R45574
R66800,R32384
R64371,R33484
R35094,R44773
R59998,R68572
R31084,R92886
R14634,R34469
R37514,R28949
R13582,R82768
R79233,R99694
R50868,R47329
R53422,R19817
R10848,R19825
R43458,R16372
R21763,R88518
R13713,R61895
R30937,R72792
R49660,R99129
R41114,R96038
R36707,R43779
R13055,R67991
R18973,R55636
R83277,R40304
R80327,R51573
R77928,R10697
R29017,R98520
R14090,R32607
R53432,R46008
R49183,R18873
R89812,R45059
R54316,R16877
R81376,R88952
R74282,R48926
R16431,R32338
R43001,R20219
R52112,R27379
R73842,R98973
R47975,R62690
R69860,R93603
R36160,R91915
R48387,R81760
R72718,R49801
R41255,R78190
R48048,R95416
R48270,R55895
R79413,R17939
R54059,R36619
R81625,R33035
R86372,R26550
R10968,R56453
R70486,R96269
R74490,R31576
R93799,R61590
R63194,R92221
R93929,R12369
R38637,R48522
R72318,R53372
R58529,R55686
R25920,R62029
R58245,R73694
R82117,R24126
R94784,R32949
R95309,R64891
R62214,R12196
R10245,R31621
R18959,R86545
R78935,R74478
R99674,R45372
R99627,R74174
R37080,R19254
R71510,R85246
R25081,R38563
R89541,R68577
R59422,R15036
R64832,R87080
R72107,R87803
R86938,R23075
R34932,R94259
R26299,R99305
R35807,R39277
R88093,R70857
R82685,R51329
R65772,R80631
R28975,R30545
R89144,R61143
R58936,R92908
R98557,R50016
R13065,R54564
R22917,R45893
R14661,R34461
R53937,R31718
R16139,R10089
R15552,R48111
R71804,R91329
R67494,R89521
R46511,R27811
R36600,R70864
R49755,R82670
R65350,R29538
R87172,R81139
R14106,R60336
R80082,R70012
R80801,R22753
R97513,R48307
R93637,R76852
R32233,R97953
R19632,R48477
R58887,R42388
R22625,R20357
R97719,R48130
R12441,R61652
R90943,R50121
R86597,R28036
R39538,R53035
R39721,R31255
R12142,R97262
R13528,R88955
R85366,R81546
R30942,R59555
R98373,R41679
R48925,R40772
R36353,R97178
R76402,R66671
R42592,R93157
R20140,R60347
R46364,R48004
R80532,R89121
R82036,R35511
R11749,R22044
R59972,R99406
R45930,R91681
R74494,R30327
R78946,R64106
R94547,R59650
R72941,R18792
R93458,R46582
R51221,R70201
R79353,R62964
R67030,R45996
R92949,R27267
R34667,R34788
R79206,R85798
R46762,R30745
R61752,R30330
R44176,R66134
R76056,R51106
R35400,R92858
R25006,R64689
R51835,R75107
R44787,R25863
R99160,R71524
R91145,R61199
R14107,R36697
R52604,R21363
R30201,R36578
R89227,R65024
R91672,R70328
R92036,R96547
R45156,R85997
R30204,R38815
R43627,R75125
R58320,R14230
R83331,R86942
R31104,R51810
R45077,R89359
R16159,R22745
R50053,R15008
R37554,R72151
R37815,R43073
R48781,R14978
R48586,R33200
R32720,R43853
R15618,R75891
R94604,R93331
R34547,R49679
R19433,R73208
R89381,R42045
R86837,R16040
R36593,R16693
R93570,R76204
R87991,R92167
R45015,R95182
R55619,R12712
R11739,R59028
R54359,R62301
R57352,R19954
R20195,R57006
R48597,R88116
R53677,R53928
R75999,R82705
R86396,R56923
R56351,R66484
R10237,R17582
R59381,R45020
R72626,R85563
R65521,R87516
R61983,R40925
R44447,R46532
R82336,R79280
R77817,R16176
R87339,R42383
R98449,R53744
R66553,R71384
R98038,R98245
R45165,R18974
R49587,R31817
R48474,R54941
R37327,R96959
R23145,R68230
R12090,R24470
R12364,R57479
R49894,R32431
R45620,R73957
R79954,R93118
R61712,R47684
R75845,R65457
R33656,R51060
R61130,R82951
R25787,R75025
R17366,R82493
R55251,R77967
R32874,R59439
R80887,R85454
R80020,R19675
R94002,R89774
R91203,R25785
R64834,R75294
R93316,R35723
R32489,R87957
R79548,R28513
R87409,R79857
R50872,R23219
R44520,R14770
R97005,R97757
R78669,R11835
R82419,R47391
R75417,R15782
R22176,R12785
R44786,R50631
R37246,R27662
R69796,R51228
R97061,R75237
R73406,R86006
R77455,R30024
R59124,R13331
R22629,R15246
R65351,R91808
R13389,R67599
R97780,R38522
R26675,R41200
R77796,R92273
R41458,R30991
R54452,R28755
R91122,R30854
R30438,R42589
R83823,R94060
R82574,R57707
R97438,R17979
R33132,R27542
R43046,R46942
R74717,R32875
R91036,R36798
R81069,R84309
R78853,R79910
R92669,R65595
R21389,R30218
R63538,R63976
R83226,R85518
R62282,R22554
R62212,R20353
R43022,R77551
R23431,R81416
R49428,R51971
R56778,R52077
R73843,R11753
R12088,R54939
R89896,R90662
R55296,R54155
R41232,R19354
R78584,R57326
R17044,R11574
R40835,R71666
R95857,R30565
R22871,R21372
R88798,R85052
R43300,R51553
R78919,R82661
R57134,R54803
R82350,R68723
R18004,R17776
R56840,R68289
R79635,R90539
R59698,R88733
R71662,R56839
R84890,R44599
R85040,R35543
R34463,R96411
R27859,R56342
R69117,R60491
R86420,R11594
R85432,R68517
R10301,R94212
R48116,R40943
R51893,R21799
R50158,R52656
R77894,R95744
R94795,R53249
R10041,R40201
R64261,R33013
R86260,R84501
R89205,R47286
R92698,R26918
R86288,R79348
R81618,R77710
R68364,R32268
R93598,R42818
R19676,R20642
R18544,R48798
R36061,R38406
R87769,R71583
R48145,R39339
R50821,R47134
R58351,R60869
R38830,R35212
R60140,R42692
R24210,R30223
R77875,R81757
R96360,R50889
R20060,R36691
R56841,R45943
R73919,R74853
R60366,R15278
R17684,R65796
R73151,R92951
R13173,R75050
R18322,R43941
R52514,R14367
R67693,R75784
R52937,R72606
R69193,R36650
R46099,R88619
R29341,R89312
R86841,R12156
R79955,R97720
R72452,R13770
R29775,R57597
R76872,R93894
R66206,R22758
R36834,R29852
R55238,R25078
R32696,R79987
R12238,R95266
R99207,R80190
R15204,R95162
R19677,R39315
R71112,R38638
R44232,R68080
R81456,R90579
R45728,R68229
R71472,R29907
R80495,R49528
R51499,R17453
R30221,R63192
R31513,R20710
R93765,R25896
R46661,R97620
R89244,R38010
R31558,R65895
R75264,R83235
R67474,R99389
R90170,R89393
R89446,R49506
R69068,R54960
R59426,R40085
R60100,R27264
R48808,R41216
R56414,R17421
R53620,R13170
R70718,R85189
R63464,R91471
R91421,R98313
R79264,R86789
R83403,R88760
R25401,R22062
R35594,R13362
R18430,R33870
R20568,R92218
R25758,R25814
R29296,R30918
R30516,R26302
R85067,R69714
R16026,R86571
R51201,R93962
R36181,R80404
R21081,R67270
R32622,R58953
R17950,R16908
R63843,R24154
R84409,R13810
R10379,R64293
R76166,R77943
R59008,R93868
R62309,R23042
R38447,R71446
R77973,R10817
R83343,R53971
R40824,R76689
R15228,R38999
R75342,R47728
R92916,R47183
R24777,R52394
R77350,R80316
R48173,R78013
R74814,R62019
R77393,R63195
R65209,R96777
R74618,R93967
R19891,R82695
R42721,R19210
R99497,R14734
R46959,R98247
R64126,R44641
R51624,R34355
R95329,R93780
R44897,R11675
R84076,R54431
R86219,R37721
R37633,R63108
R66313,R39776
R48443,R49075
R29039,R32311
R39743,R14425
R93188,R27464
R25713,R52204
R41449,R76567
R44626,R52918
R10105,R78462
R32810,R82478
R49128,R62241
R91693,R62102
R23678,R85789
R37753,R79696
R57456,R60708
R17765,R59800
R35576,R15904
R64213,R78943
R66244,R82689
R29709,R89885
R52379,R51825
R44492,R16784
R84999,R18883
R81124,R42808
R46458,R82157
R65371,R51199
R11303,R89744
R99711,R11699
R28542,R10858
R48207,R56905
R14268,R26341
R30278,R20601
R62469,R85851
R41090,R93324
R60665,R50679
R50769,R11477
R31230,R47133
R56906,R63183
R82068,R33474
R15282,R76855
R18688,R17095
R54519,R72365
R42208,R16115
R69997,R48346
R74105,R29320
R58316,R79355
R14334,R75488
R47803,R95756
R43929,R11877
R86892,R25153
R62467,R88569
R29528,R35377
R47414,R96307
R68039,R80481
R79166,R32924
R52862,R66886
R77892,R22472
R24774,R19235
R70239,R93527
R24282,R13612
R33144,R36598
R89975,R11471
R88485,R20103
R78034,R68810
R19514,R72987
R32888,R77832
R31387,R71961
R86193,R27866
R65352,R50671
R37119,R37093
R29012,R68207
R43269,R88150
R80972,R99598
R61062,R68077
R60798,R62454
R56026,R87167
R79076,R14719
R78405,R60962
R32896,R77281
R55450,R54713
R22408,R38048
R50023,R29112
R14902,R12126
R21624,R23039
R92914,R88965
R98773,R51614
R55635,R42368
R18428,R60227
R95711,R97572
R79979,R52548
R69964,R15412
R90108,R89683
R17612,R62115
R78783,R86225
R45622,R65103
R17976,R67378
R31439,R82445
R38924,R70455
R30277,R28858
R64908,R78934
R78571,R44482
R93584,R15005
R68114,R98666
R64839,R18957
R10467,R57071
R30467,R55674
R63716,R26021
R19393,R23500
R64677,R91964
R17354,R81754
R82881,R19131
R13271,R74970
R62811,R77180
R85014,R72920
R31531,R64846
R20972,R11302
R99584,R41982
R76098,R26360
R82412,R43197
R77060,R67759
R52589,R28098
R83679,R40037
R91219,R24798
R64326,R22066
R22443,R36906
R50586,R15094
R20767,R69706
R60967,R93334
R45397,R49825
R16898,R62589
R95235,R89092
R80687,R48519
R17527,R12464
R38727,R67315
R17848,R12842
R26734,R14528
R10615,R85159
R80626,R18960
R93594,R50355
R28973,R75554
R77975,R18211
R53342,R73224
R90767,R58823
R66457,R53090
R42176,R38032
R98153,R99509
R45230,R20227
R53725,R38834
R60426,R63935
R13335,R21421
R18670,R32164
R58605,R92271
R39408,R99908
R81349,R74518
R33023,R34127
R48683,R77039
R14703,R28465
R64952,R44221
R20748,R47603
R62686,R76757
R43737,R15178
R31258,R54367
R94347,R98766
R45973,R48324
R54375,R51757
R76926,R32229
R20373,R75580
R94648,R80072
R69915,R84093
R67509,R50138
R13526,R58504
R23744,R83726
R20243,R22463
R38696,R67121
R33506,R95750
R24058,R77665
R55272,R38119
R52146,R16596
R86992,R77211
R80938,R80586
R17531,R11136
R57558,R84941
R53393,R73271
R48514,R90480
R66278,R42433
R84083,R98912
R43635,R62938
R56511,R23891
R80718,R37181
R20264,R18580
R36424,R72646
R98155,R73635
R10608,R87432
R95580,R89279
R28202,R81825
R25493,R66868
R68850,R71711
R93793,R94139
R57427,R38359
R45103,R90338
R56845,R56494
R43751,R57491
R41802,R20738
R28434,R68762
R38547,R33397
R59074,R14848
R78659,R10982
R59002,R21153
R65526,R91588
R30346,R53892
R24620,R81012
R12395,R87210
R62497,R37609
R77929,R26901
