R20193,R79783
R78395,R82741
R59386,R94599
R97796,R55006
R32834,R86756
R47016,R33670
R93182,R89471
R28164,R13532
R27138,R69617
R12096,R97768
R48463,R53245
R18934,R85649
R80925,R33668
R94011,R60601
R81414,R74029
R85889,R79778
R20107,R90675
R46515,R49275
R94760,R45911
R65651,R44208
R81606,R53831
R86746,R97398
R92438,R48133
R50839,R49529
R59782,R42070
R90013,R85596
R40485,R70663
R37018,R80397
R35392,R17802
R70733,R35556
R30738,R91162
R57747,R30339
R45965,R55276
R87498,R29304
R40319,R19351
R61220,R59836
R38994,R61812
R78241,R65561
R67400,R76195
R33824,R51835
R14221,R98233
R45755,R51834
R39700,R74004
R21045,R84973
R98262,R63774
R56557,R21503
R39122,R70909
R49202,R99709
R93977,R10625
R90229,R92695
R39657,R31146
R10879,R39923
R42420,R20525
R84815,R12835
R14075,R62362
R64694,R33229
R84381,R13043
R81924,R82658
R80213,R59563
R28240,R24187
R24442,R83711
R92685,R19253
R24361,R42037
R87778,R19007
R43941,R69661
R68344,R54479
R70193,R24822
R31919,R39722
R77129,R51279
R34108,R31789
R79365,R40962
R99639,R89743
R29408,R72942
R10010,R71248
R94716,R20706
R91453,R20567
R60970,R96080
R28751,R20044
R84787,R53496
R35106,R44422
R57128,R78991
R23843,R45860
R13127,R99483
R53033,R68759
R62900,R72604
R23863,R97267
R28769,R98536
R88609,R36217
R16063,R27573
R47521,R50032
R52721,R14349
R41726,R74607
R91121,R25948
R53078,R54073
R20312,R35675
R94888,R98999
R51189,R26459
R71869,R39789
R25067,R41302
R99279,R29639
R36926,R25722
R34421,R27026
R60094,R15259
R31091,R14388
R25385,R61396
R77804,R10369
R63776,R42627
R32322,R17379
R11806,R56921
R93984,R59819
R84584,R78171
R92011,R40573
R95900,R52052
R34623,R98756
R64958,R44660
R51793,R84380
R51755,R49190
R42608,R22672
R96826,R10962
R30411,R25708
R53922,R25617
R77294,R59081
R69013,R18536
R91289,R61841
R24028,R34323
R45494,R63503
R39441,R55770
R25896,R44427
R69305,R80628
R49226,R69320
R56464,R92430
R34825,R38063
R18649,R63791
R18033,R58480
R74037,R26649
R40106,R53969
R39259,R24710
R68896,R32080
R97277,R97511
R29901,R52647
R31612,R97050
R34200,R62440
R85828,R49893
R84004,R99619
R84229,R35138
R23755,R91629
R63492,R42791
R66384,R17694
R12875,R83864
R15854,R43520
R77656,R56816
R21521,R76629
R60917,R57752
R69251,R72389
R51884,R55425
R94486,R91124
R70249,R38082
R29669,R52283
R12034,R88187
R86769,R27355
R94556,R92619
R62294,R16878
R73967,R41736
R42186,R51202
R66168,R47675
R81284,R83333
R59943,R60400
R48199,R67540
R17247,R72966
R77660,R21636
R93152,R96295
R40362,R33781
R36762,R87977
R84714,R82605
R34909,R67612
R78948,R17737
R73214,R69830
R40622,R11632
R27845,R56098
R89034,R16678
R12293,R83191
R64546,R21072
R12535,R88388
R20203,R54445
R46271,R39808
R35009,R86721
R70456,R90631
R15588,R75444
R13521,R79571
R74740,R21558
R92593,R84197
R25946,R18709
R58307,R53404
R69705,R15062
R84167,R92191
R88822,R21799
R44714,R37460
R84633,R12747
R66260,R42676
R59396,R54638
R52666,R68218
R20201,R79007
R40625,R25148
R97733,R45212
R21562,R15965
R71306,R99757
R45586,R42898
R77733,R13698
R27366,R18950
R51452,R44658
R82455,R97316
R89341,R84654
R79023,R46738
R75161,R54178
R95529,R18360
R87430,R75741
R81140,R92767
R51598,R98298
R85998,R82191
R96076,R60304
R59919,R55897
R81615,R30000
R92616,R28136
R69170,R16733
R86600,R32101
R81863,R92054
R12003,R61179
R71983,R80148
R33333,R51676
R47703,R40036
R63337,R55285
R52989,R40012
R69300,R29559
R76017,R37627
R39014,R94667
R88355,R99226
R36699,R44039
R53705,R11680
R98629,R14556
R86422,R64371
R15092,R41949
R69768,R59779
R28619,R86340
R29173,R51716
R57126,R55043
R52300,R99670
R79486,R60279
R90865,R39405
R46859,R85920
R26400,R93521
R61751,R62494
R88349,R45193
R63487,R10066
R60955,R94420
R60150,R79706
R50622,R48357
R11960,R49606
R61169,R65851
R15550,R97096
R39803,R83759
R72623,R34074
R98041,R48185
R38146,R41743
R18130,R10680
R77624,R30529
R30118,R58861
R37261,R35402
R10669,R62968
R55142,R74096
R74553,R86526
R58637,R26675
R51669,R54879
R79280,R38224
R34987,R35246
R61332,R33578
R37467,R60910
R71110,R38104
R31210,R55078
R88303,R62866
R77575,R40345
R95039,R27741
R93829,R82248
R15297,R14977
R89291,R31031
R48028,R59322
R88145,R13173
R44543,R90172
R78436,R25656
R17374,R30366
R63251,R38731
R49941,R98805
R56561,R54281
R41451,R77845
R94031,R89765
R77174,R98025
R96541,R44211
R68297,R76973
R71294,R88989
R78336,R88482
R22392,R47237
R38259,R92669
R17614,R91283
R77748,R77321
R77632,R15822
R89334,R17424
R58899,R76441
R86122,R14580
R82775,R74140
R58611,R69917
R54614,R49172
R16880,R83844
R28073,R92422
R29761,R77396
R47389,R82129
R87198,R88582
R61840,R18437
R98174,R50420
R32988,R93094
R95860,R14686
R97257,R34089
R63637,R95540
R82407,R29170
R30209,R96860
R71643,R52781
R77479,R41631
R63870,R18892
R26175,R92725
R75048,R71173
R52211,R95221
R96230,R60483
R66446,R78855
R97837,R14583
R59101,R15208
R97356,R25531
R67131,R52245
R53175,R42948
R40454,R65152
R89625,R51700
R66526,R57024
R72567,R32340
R52970,R85308
R67550,R66746
R71952,R19258
R35866,R94135
R71043,R74503
R12990,R65285
R20109,R60687
R35851,R14383
R37311,R16296
R33846,R71036
R42317,R36954
R67985,R40018
R32128,R23059
R87822,R58833
R46678,R44896
R30200,R33464
R67983,R33761
R32992,R78147
R39160,R66347
R36262,R77447
R11053,R74736
R70060,R25960
R84426,R17630
R38486,R31846
R88034,R87474
R85825,R82430
R41389,R27982
R31542,R67349
R15483,R96613
R19564,R84869
R78906,R62914
R49381,R54969
R27793,R91617
R49009,R51248
R58321,R51020
R49298,R49967
R49772,R63863
R39652,R89073
R81359,R87081
R76582,R53908
R71393,R24359
R94870,R41370
R14540,R90455
R88597,R39785
R67982,R59600
R50757,R89270
R60321,R72062
R54407,R76584
R61421,R36028
R56329,R86998
R60515,R77410
R70940,R28476
R10374,R36726
R94546,R55328
R77954,R85926
R18796,R82167
R64044,R47335
R71293,R72941
R95878,R37582
R51110,R14928
R98997,R52130
R23867,R12496
R87070,R16587
R61991,R24817
R39918,R43149
R97917,R26071
R36885,R66826
R89095,R79180
R67218,R67009
R89409,R43356
R56089,R69233
R34177,R39246
R77377,R97676
R31514,R93569
R19198,R77577
R75028,R59123
R14684,R84421
R10931,R99460
R75747,R60698
R13341,R45906
R78648,R84574
R87579,R24567
R21223,R33328
R34312,R49245
R14534,R49988
R72707,R44795
R28001,R54257
R74022,R63163
R64981,R81305
R20687,R46473
R69360,R12711
R58188,R74634
R91775,R86742
R23662,R74174
R21602,R93197
R12234,R82368
R96645,R77480
R89899,R20116
R40311,R23542
R27288,R74826
R99730,R84406
R79563,R73775
R63580,R50495
R70423,R52069
R92589,R18291
R51820,R97072
R23435,R95955
R83898,R75679
R78677,R35089
R55388,R68392
R89212,R73049
R39130,R37880
R96574,R44730
R99549,R93734
R53444,R15339
R68828,R32588
R15060,R96703
R49692,R90388
R51378,R70937
R92275,R50375
R72531,R64880
R11735,R74788
R77051,R14630
R48633,R48101
R68757,R29051
R39603,R83940
R41545,R64509
R19015,R63133
R36285,R23660
R57307,R70549
R14455,R58836
R80298,R68434
R94314,R45684
R55034,R26228
R57773,R40276
R12566,R76495
R18379,R47986
R38830,R96024
R97382,R87663
R31328,R59352
R72709,R19090
R18165,R92137
R72440,R18672
R76673,R66796
R10026,R77326
R88262,R30457
R62041,R62274
R81906,R82185
R87432,R42033
R79773,R70377
R78418,R49187
R84665,R72664
R18314,R48073
R61393,R30877
R22949,R58350
R75873,R23414
R41299,R92292
R10727,R38768
R31336,R51807
R55045,R82406
R81306,R63726
R67329,R90574
R84492,R41965
R49810,R89526
R48284,R28112
R66673,R37747
R30580,R78865
R11959,R31011
R38778,R50119
R88228,R23495
R94511,R41323
R92403,R30098
R53438,R69500
R40684,R20172
R61571,R75600
R33753,R55795
R64708,R86486
R63019,R88218
R77305,R99810
R51803,R23222
R94378,R14702
R21589,R68768
R73486,R78094
R84297,R35234
R58618,R88978
R67145,R97992
R27161,R32986
R64330,R44162
R73193,R97723
R66725,R32311
R71388,R98523
R90200,R81266
R81425,R97648
R56790,R76688
R73287,R39775
R18152,R91675
R94802,R34260
R10549,R96698
R33597,R88116
R87786,R55513
R44168,R30061
R34532,R26992
R18918,R41831
R30520,R98425
R96815,R95943
R21078,R46140
R22206,R18703
R33598,R23013
R75667,R56378
R14311,R43850
R70558,R58296
R21371,R10559
R77074,R75811
R79846,R70360
R23371,R21210
R17087,R94428
R17633,R65612
R43683,R46325
R97788,R38524
R87125,R70356
R92586,R42120
R22732,R56053
R51844,R59401
R56905,R65716
R39902,R43007
R69071,R15978
R76634,R18841
R32772,R45620
R11355,R64428
R18989,R99035
R14362,R97740
R77587,R95834
R12174,R68521
R62649,R70734
R64607,R75350
R98349,R90031
R43845,R85780
R10179,R91182
R40275,R36310
R42655,R25789
R92684,R45484
R63629,R97943
R14148,R88612
R78045,R27315
R87487,R24791
R19899,R27824
R35765,R38442
R30102,R38834
R62005,R13480
R27830,R91511
R76026,R21661
R19019,R86790
R42048,R84307
R30466,R85157
R67932,R74113
R84735,R95498
R20455,R31422
R89834,R31853
R84812,R89479
R78987,R95100
R12226,R19544
R99331,R71275
R66054,R32039
R35550,R83814
R37540,R42598
R88370,R92881
R34154,R27470
R17402,R78602
R12854,R28162
R97252,R72137
R89020,R35714
R53587,R21662
R21452,R85362
R49627,R16213
R51952,R23466
R50124,R13796
R81112,R87917
R42312,R46306
R89400,R74583
R21788,R11225
R48174,R12915
R37585,R35594
R68342,R41452
R42456,R57485
R31474,R63099
R99424,R29690
R39301,R53261
R85075,R71307
R88811,R94309
R77206,R12176
R69050,R74035
R56958,R23947
R24676,R43191
R46498,R31605
R50356,R18880
R68056,R51888
R83673,R61780
R49778,R82654
R48771,R17211
R26721,R27943
R57686,R41786
R60982,R31934
R61469,R19010
R89948,R28226
R92827,R85037
R62090,R99625
R65087,R91438
R57664,R98795
R32499,R26727
R78015,R26770
R96706,R64925
R23238,R44924
R42181,R10778
R64871,R97489
R43805,R43488
R34027,R78322
R52870,R48491
R57957,R65119
R52728,R16201
R39483,R42025
R15991,R33011
R43407,R39787
R46898,R36853
R35095,R59319
R99409,R34921
R52532,R85519
R22214,R52181
R89219,R14168
R81846,R32666
R43707,R30379
R76125,R85759
R72791,R35687
R90848,R14792
R19910,R73063
R62038,R76552
R27547,R26087
R66578,R81163
R99395,R32683
R63910,R19643
R59365,R76234
R62872,R79168
R83808,R55661
R93749,R68751
R57244,R54874
R12184,R90214
R64455,R72135
R34829,R43634
R45346,R98302
R62817,R25995
R52235,R24891
R52212,R55081
R23342,R62311
R63120,R55817
R86539,R22902
R37828,R36497
R97292,R23434
R22963,R60413
R75252,R26483
R14907,R51153
R23361,R80178
R67795,R90609
R76092,R24722
R72710,R15527
R49547,R26774
R72861,R29599
R82507,R25625
R87903,R20157
R33100,R87959
R55614,R59078
R46162,R53445
R90346,R27137
R55649,R16795
R74085,R22266
R57855,R96668
R50597,R23642
R59493,R72905
R85642,R89253
R77687,R18868
R89697,R94039
R15310,R58397
R72592,R22815
R77029,R95098
R64396,R95017
R39963,R95624
R66255,R15726
R64238,R93253
R32536,R49652
R85224,R93728
R29799,R34307
R89484,R37032
R60942,R41050
R48260,R76474
R22877,R39473
R29882,R83653
R30815,R35460
R59648,R75979
R64669,R56902
R11781,R32130
R76668,R90633
R83971,R26808
R79402,R54464
R83137,R90786
R48869,R42223
R43720,R81366
R66237,R10115
R95897,R60823
R41373,R76799
R76173,R89223
R60287,R33868
R40695,R65463
R23034,R56001
R97856,R63089
R10573,R86317
R42298,R68967
R52896,R47944
R26000,R77080
R13131,R25051
R55886,R24513
R72514,R95420
R23071,R77801
R66851,R45407
R87482,R66644
R95052,R32879
R33288,R75801
R50360,R74285
R11141,R44293
R60860,R80339
R61880,R72858
R68420,R51615
R82915,R43885
R86381,R56876
R23289,R58041
R55002,R67160
R66943,R26018
R75006,R21058
R90474,R94466
R29065,R60294
R66346,R38342
R10020,R32385
R20532,R54221
R64528,R80069
R17679,R74726
R70967,R76397
R49153,R47161
R77316,R40511
R20780,R16702
R87706,R83389
R35488,R59888
R33795,R32682
R94640,R17577
R48110,R43004
R69618,R14895
R62241,R83531
R87152,R60447
R71955,R28596
R52771,R13047
R82350,R90657
R89772,R84488
R65305,R11801
R57039,R81916
R86590,R97111
R35540,R56741
R60636,R26973
R88701,R89867
R62102,R50955
R23975,R45778
R81725,R52113
R18987,R78005
R47374,R63500
R22212,R64643
R58396,R55298
R12750,R90960
R98640,R59871
R50716,R51328
R45875,R95041
R81527,R53644
R99642,R67868
R40524,R82478
R60712,R37195
R90841,R36182
R61924,R90537
R61483,R35541
R65376,R13717
R86233,R58621
R85511,R82002
R28274,R46456
R69244,R71217
R32030,R59468
R51059,R95467
R82829,R40004
R16840,R45120
R21779,R91973
R36271,R37907
R86862,R90035
R11808,R32998
R81729,R75987
R51614,R97610
R70995,R70765
R93536,R42880
R52565,R18213
R78428,R78488
R64872,R96049
R80487,R31438
R83766,R43779
R63294,R80550
R66827,R49267
R46559,R60546
R64995,R34318
R26059,R31957
R76272,R66914
R72824,R88396
R99121,R60575
R37995,R26145
R43765,R19167
R82492,R20402
R74683,R28570
R99176,R79119
R23176,R98036
R26913,R13633
R24771,R51613
R67937,R12889
R60767,R74364
R73987,R83850
R98568,R33521
R81450,R40686
R53044,R62699
R70897,R73061
R39839,R69667
R98832,R43085
R45066,R88019
R99692,R73122
R37829,R23223
R36391,R57394
R43296,R35166
R97551,R44740
R35975,R80059
R90376,R79500
R71091,R63995
R12438,R19941
R82587,R48756
R87072,R82669
R20907,R21536
R80564,R36635
R80406,R93548
R18504,R87453
R33216,R77623
R29207,R16395
R59891,R64479
R74345,R36642
R44507,R40126
R89961,R26813
R63889,R50683
R13784,R36085
R60189,R34385
R57488,R41096
R59576,R41959
R13429,R46357
R17893,R94001
R85160,R21108
R71634,R46039
R63063,R78446
R38180,R53203
R40088,R73664
R42173,R42560
R99010,R78244
R75050,R77599
R10430,R52575
R39316,R46874
R49175,R49757
R13165,R35124
R74991,R66348
R21510,R14056
R12516,R71718
R59094,R93609
R13424,R96084
R89302,R71818
R95332,R96733
R92463,R97626
R38877,R71806
R46440,R41141
R59132,R25357
R83938,R75856
R32073,R77461
R13643,R32622
R79416,R74149
R13198,R67167
R47061,R91711
R55600,R32996
R15924,R32414
R16495,R56221
R16754,R23872
R68130,R30244
R92189,R25661
R43449,R24678
R71179,R22321
R65191,R73767
R89377,R20119
R95147,R13223
R61357,R55821
R36309,R76352
R18147,R92629
R18140,R80151
R99213,R74643
R33893,R58170
R17636,R89909
R39314,R10794
R18922,R93625
R74038,R44828
R93759,R80835
R11996,R26543
R43236,R36649
R87510,R22056
R66638,R65268
R33327,R56600
R83480,R27559
R31169,R40715
R47803,R56337
R52164,R42277
R34629,R82135
R11767,R88273
R93394,R13896
R89185,R85094
R36483,R78403
R29600,R35997
R29284,R47861
R71837,R66287
R94305,R18493
R24080,R82826
R12322,R81128
R25453,R57668
R73032,R32309
R78245,R14840
R77440,R87383
R41220,R40581
R37462,R78809
R92947,R22417
R64587,R27184
R16553,R72267
R92324,R61376
R91986,R40262
R12317,R96022
R55742,R74632
R32457,R25822
R19125,R70929
R38425,R20373
R60249,R16625
R52857,R75895
R70342,R66126
R87075,R59169
R98912,R13316
R59535,R11290
R50779,R36614
R66320,R99938
R17959,R74401
R59519,R34368
R36098,R73423
R40775,R18833
R21280,R19468
R41958,R55007
R35205,R56691
R24609,R52888
R93072,R45218
R88167,R71351
R14313,R18957
R81020,R51723
R48702,R58145
R15876,R42824
R75428,R27762
R74447,R13780
R68365,R48381
R62786,R72528
R37430,R76984
R90231,R96720
R60790,R93861
R77965,R99467
R65425,R19411
R79308,R27478
R38539,R16422
R25490,R39393
R33513,R95276
R13708,R56151
R98691,R34449
R11358,R76421
R58735,R16942
R10003,R88320
R36274,R91624
R63076,R82207
R36537,R86761
R31253,R74130
R40433,R70096
R29661,R67610
R65763,R35371
R94970,R52185
R26818,R78605
R56113,R71492
R30660,R62222
R59248,R76068
R30719,R88073
R72816,R48791
R55818,R76592
R56916,R57097
R66901,R92682
R92934,R75185
R73613,R81183
R36818,R27148
R75731,R44084
R24670,R98779
R16560,R24497
R66974,R18212
R85189,R96806
R10228,R48571
R32732,R13624
R84412,R54408
R89024,R47517
R45486,R23228
R46005,R37341
R86646,R80359
R10732,R38733
R43995,R10772
R84932,R10216
R77692,R42076
R59885,R39556
R98900,R89071
R96299,R90658
R70302,R42645
R85885,R39382
R67623,R68722
R30252,R79405
R29684,R48314
R26499,R31403
R91018,R54434
R33875,R27165
R87761,R84050
R34845,R56716
R48922,R65811
R80910,R66004
R62954,R73791
R73654,R89183
R60894,R10189
R32972,R45521
R15958,R51870
R95973,R32015
R80222,R11671
R71116,R45552
R25672,R55406
R68467,R26330
R62754,R13251
R91776,R30058
R58944,R87163
R30728,R55917
R91381,R23317
R71780,R92832
R96337,R18479
R39167,R49007
R29425,R17249
R29557,R36608
R19978,R53695
R49279,R86369
R40457,R38288
R34662,R85203
R28330,R16205
R32530,R18519
R35753,R76596
R20534,R53446
R50185,R60096
R72253,R98577
R78546,R71073
R47054,R78264
R63398,R65235
R71473,R75498
R38183,R10401
R84671,R97208
R18561,R54025
R34129,R28431
R43068,R80880
R60305,R95569
R92819,R89086
R98050,R99605
R30197,R63979
R68557,R40279
R97934,R83312
R93489,R44875
R67956,R84907
R77808,R77798
R96588,R95423
R41827,R94591
R54631,R82147
R56787,R11228
R19895,R80833
R73965,R44440
R62937,R29629
R67696,R52660
R12808,R96885
R58330,R10504
R93904,R97270
R79568,R50906
R21477,R12444
R80776,R84245
R65792,R99292
R71667,R83021
R87030,R92482
R63999,R71743
R10830,R16463
R29765,R37936
R70286,R85274
R70145,R35587
R45037,R43246
R25250,R32991
R69155,R30513
R82194,R83544
R73866,R20305
R53014,R97227
R49710,R32190
R67866,R82134
R77428,R35666
R74724,R18198
R23722,R13677
R74151,R40137
R90187,R90811
R87997,R25094
R49781,R67576
R62706,R73625
R82794,R30804
R67883,R36847
R24615,R20896
R53269,R56066
R21008,R75134
R47204,R32765
R90557,R54699
R76263,R60619
R81555,R47202
R98870,R11067
R96130,R40688
R59686,R12350
R55491,R53916
R40267,R32942
R51122,R79373
R96048,R12366
R42900,R70727
R12345,R23892
R47507,R69760
R36966,R42581
R19226,R37485
R74112,R65923
R64186,R59043
R21051,R98348
R40112,R34683
R83989,R54771
R87236,R56984
R67351,R99414
R87008,R25432
R54793,R28173
R35904,R54385
R42555,R15189
R18852,R13923
R13836,R67948
R48035,R14401
R28383,R18288
R69926,R55789
R83909,R90002
R54554,R88055
R51657,R97649
R88765,R60723
R23514,R38563
R34790,R70775
R71859,R58455
R29447,R37264
R52475,R76415
R52971,R75100
R81114,R74443
R73383,R69341
R26923,R42669
R40787,R56192
R17451,R74532
R88891,R57353
R89395,R68761
R93697,R60927
R36881,R45577
R52470,R35305
R75179,R34854
R41253,R40348
R15131,R25784
R95397,R41499
R73547,R29970
R62423,R17751
R59743,R67486
R31644,R90281
R16737,R17090
R81994,R32952
R40470,R53608
R63453,R17308
R23590,R63916
R57846,R44068
R83732,R26793
R91530,R26328
R36136,R32208
R34814,R55945
R25450,R18101
R28189,R50065
R91188,R14678
R34775,R14411
R12482,R55116
R42166,R62446
R35107,R58359
R61958,R18800
R87805,R21138
R58773,R30027
R19671,R44882
R21360,R61720
R10341,R35761
R93101,R87218
R52832,R62063
R68812,R83915
R72108,R20366
R14860,R62911
R51143,R63336
R80868,R59446
R41428,R27443
R56607,R54453
R23667,R80152
R14877,R16343
R83379,R60998
R15986,R92252
R62909,R69666
R87681,R46880
R82024,R16963
R88908,R20190
R70772,R21904
R34985,R22699
R87614,R93567
R49462,R74390
R85554,R96970
R65151,R28556
R31118,R18354
R35839,R26517
R58198,R78387
R19706,R17179
R14417,R80785
R83848,R44324
R49907,R48532
R74918,R25348
R40989,R31215
R79211,R78421
R92262,R70120
R47532,R80496
R38553,R64745
R99760,R97790
R76531,R53072
R55775,R80258
R71847,R70156
R21738,R89324
R79607,R23879
R60971,R90903
R74667,R71564
R97512,R95585
R60025,R14576
R63651,R68898
R41562,R25638
R43616,R68870
R43682,R19786
R68285,R70721
R25111,R28180
R63797,R62476
R47982,R81744
R32650,R40972
R10796,R79514
R77140,R10575
R73042,R49559
R39568,R70424
R56087,R35200
R25569,R11308
R35264,R90805
R60345,R53343
R45519,R68217
R36994,R78334
R21533,R52929
R42872,R46681
R48072,R71976
R52115,R95513
R93670,R64359
R40770,R37912
R81989,R10436
R38917,R98297
R34399,R48315
R50937,R36821
R70274,R32303
R16835,R37413
R17219,R88531
R42638,R19375
R93299,R42855
R16786,R50155
R38068,R40732
R60820,R15780
R54553,R58590
R81227,R74958
R18681,R54300
R47497,R15167
R51478,R72232
R84078,R67084
R38061,R31667
R16019,R33723
R30377,R82990
R33280,R36302
R24321,R87947
R27177,R94644
R42889,R43147
R34634,R14149
R98991,R40607
R88383,R43285
R25627,R96863
R88798,R44840
R53178,R32260
R92487,R21705
R86550,R28047
R87820,R11533
R37274,R76932
R16328,R77280
R87973,R94169
R73550,R32089
R59884,R40902
R88152,R60228
R99043,R63244
R32586,R32734
R97732,R52528
R38769,R27327
R65552,R86559
R11359,R94499
R99702,R38100
R52833,R14886
R57002,R33719
R32719,R64670
R54472,R84778
R29052,R14818
R60229,R50817
R46415,R45915
R39579,R28163
R59328,R63946
R30297,R72086
R37457,R62213
R93451,R90309
R95539,R40948
R88226,R73760
R22248,R93313
R42308,R55839
R88944,R26139
R44045,R88038
R89741,R56917
R91459,R77711
R18550,R45571
R41395,R78596
R98334,R59602
R66957,R20483
R83746,R93660
R72387,R27570
R90969,R85346
R51330,R18030
R88159,R33825
R79033,R71240
R95888,R62852
R39927,R38783
R73683,R44835
R80343,R96322
R98427,R85473
R69600,R64659
R27659,R58931
R14849,R72328
R93177,R78775
R95517,R65708
R94908,R29775
R76073,R96464
R42567,R43912
R83988,R28693
R33754,R37132
R40659,R29950
R48086,R92892
R77261,R82819
R53979,R80902
R58118,R98790
R27353,R34242
R68509,R14837
R90479,R91023
R45307,R54691
R38469,R79577
R86115,R89458
R32042,R13926
R39726,R24873
R54117,R70149
R39309,R92531
R56360,R51436
R13167,R23811
R31834,R36267
R94745,R58679
R75512,R44338
R80287,R39454
R52787,R90440
R16927,R58284
R45515,R72200
R60901,R47981
R48578,R80260
R74719,R81203
R23976,R87295
R22239,R44972
R29294,R31095
R45421,R10432
R36721,R44868
R52624,R15693
R41251,R49234
R89567,R79569
R99011,R15428
R74081,R69002
R12418,R14479
R44058,R75949
R71318,R74276
R37925,R92516
R86146,R39242
R41913,R38086
R38519,R21007
R27099,R85467
R54181,R87447
R30121,R24911
R41145,R31828
R80655,R59148
R77982,R76952
R17848,R16426
R91299,R31809
R83620,R20041
R17533,R16210
R91532,R83767
R63943,R49576
R42826,R98097
R33776,R60669
R71723,R90680
R70796,R51489
R74180,R20508
R54145,R42256
R71387,R23499
R42960,R64086
R23926,R27614
R93364,R26836
R62861,R98774
R45549,R47330
R36542,R86219
R55125,R24507
R78971,R93132
R59435,R73936
R92816,R74041
R61129,R97646
R53265,R86006
R23769,R92909
R66687,R31062
R17443,R88513
R50916,R86383
R23613,R64684
R73997,R38150
R79948,R13733
R46248,R79498
R41642,R44973
R84569,R23332
R14403,R75721
R80329,R47234
R33583,R70841
R96068,R71707
R77647,R25582
