设备号,统计时间,用户号,频道,回看开始时间,回看结束时间,回看时长.时.
10601,20170730,10084,北京卫视-高清,2017/7/30 6:27,2017/7/30 7:10,0.7278
10601,20170730,10084,中央5台-高清,2017/7/30 7:13,2017/7/30 7:17,0.0614
10601,20170731,10084,四川卫视-高清,2017/7/31 14:27,2017/7/31 14:28,0.0217
10601,20170731,10084,上海纪实-高清,2017/7/31 12:01,2017/7/31 12:03,0.0433
10601,20170731,10084,安徽卫视-高清,2017/7/31 10:42,2017/7/31 10:44,0.04
10601,20170731,10084,上海纪实-高清,2017/7/31 11:25,2017/7/31 12:00,0.0094
10601,20170731,10084,上海纪实-高清,2017/7/31 11:25,2017/7/31 12:00,0.5764
10601,20170731,10084,上海纪实-高清,2017/7/31 10:46,2017/7/31 11:25,0.6431
10601,20170731,10084,上海纪实-高清,2017/7/31 10:44,2017/7/31 10:46,0.0325
10601,20170731,10084,北京卫视-高清,2017/7/31 8:58,2017/7/31 9:02,0.0603
10601,20170731,10084,北京卫视-高清,2017/7/31 8:41,2017/7/31 8:58,0.28
10601,20170731,10084,中央5台-高清,2017/7/31 6:21,2017/7/31 6:59,0.6383
10601,20170731,10084,江苏卫视-高清,2017/7/31 7:59,2017/7/31 8:41,0.6997
10601,20170731,10084,江苏卫视-高清,2017/7/31 7:59,2017/7/31 8:41,0.0094
10601,20170731,10084,东方卫视-高清,2017/7/31 7:00,2017/7/31 7:47,0.7842
10601,20170731,10084,东方卫视-高清,2017/7/31 7:47,2017/7/31 7:59,0.1922
10601,20170801,10084,四川卫视-高清,2017/8/1 13:55,2017/8/1 14:28,0.4764
10601,20170801,10084,四川卫视-高清,2017/8/1 13:55,2017/8/1 14:28,0.0714
10601,20170801,10084,四川卫视-高清,2017/8/1 13:09,2017/8/1 13:55,0.7764
10601,20170801,10084,四川卫视-高清,2017/8/1 12:27,2017/8/1 13:09,0.6953
10601,20170801,10084,四川卫视-高清,2017/8/1 12:24,2017/8/1 12:25,0.0225
10601,20170801,10084,四川卫视-高清,2017/8/1 12:18,2017/8/1 12:24,0.0925
10601,20170801,10084,四川卫视-高清,2017/8/1 9:17,2017/8/1 9:19,0.0453
10601,20170801,10084,四川卫视-高清,2017/8/1 9:19,2017/8/1 9:46,0.4489
10601,20170801,10084,四川卫视-高清,2017/8/1 9:55,2017/8/1 10:28,0.4817
10601,20170801,10084,四川卫视-高清,2017/8/1 9:55,2017/8/1 10:28,0.0725
10601,20170801,10084,四川卫视-高清,2017/8/1 9:47,2017/8/1 9:55,0.1375
10601,20170801,10084,江苏卫视-高清,2017/8/1 7:41,2017/8/1 8:31,0.5319
10601,20170801,10084,江苏卫视-高清,2017/8/1 7:41,2017/8/1 8:31,0.3167
10601,20170801,10084,江苏卫视-高清,2017/8/1 8:32,2017/8/1 9:15,0.7236
10601,20170801,10084,中央5台-高清,2017/8/1 7:38,2017/8/1 7:41,0.0381
10601,20170801,10084,中央5台-高清,2017/8/1 6:34,2017/8/1 7:38,1.0708
10601,20170802,10084,北京卫视-高清,2017/8/2 9:09,2017/8/2 9:10,0.0206
10601,20170802,10084,北京卫视-高清,2017/8/2 9:07,2017/8/2 9:09,0.0344
10601,20170802,10084,北京卫视-高清,2017/8/2 7:47,2017/8/2 8:27,0.4528
10601,20170802,10084,北京卫视-高清,2017/8/2 7:47,2017/8/2 8:27,0.2147
10601,20170802,10084,东方卫视-高清,2017/8/2 7:09,2017/8/2 7:47,0.6264
10601,20170802,10084,东方卫视-高清,2017/8/2 7:06,2017/8/2 7:09,0.0467
10601,20170802,10084,北京卫视-高清,2017/8/2 8:27,2017/8/2 8:29,0.0297
10601,20170802,10084,东方卫视-高清,2017/8/2 6:28,2017/8/2 7:06,0.6308
10601,20170802,10084,北京卫视-高清,2017/8/2 8:29,2017/8/2 9:07,0.6339
10601,20170802,10084,东方卫视-高清,2017/8/1 22:04,2017/8/2 6:27,1.9189
10601,20170802,10084,东方卫视-高清,2017/8/1 22:04,2017/8/2 6:27,0.4519
10601,20170802,10084,东方卫视-高清,2017/8/1 22:04,2017/8/2 6:27,2
10601,20170802,10084,东方卫视-高清,2017/8/1 22:04,2017/8/2 6:27,2
10601,20170802,10084,东方卫视-高清,2017/8/1 22:04,2017/8/2 6:27,2
10601,20170803,10084,四川卫视-高清,2017/8/3 11:57,2017/8/3 12:13,0.0367
10601,20170803,10084,四川卫视-高清,2017/8/3 12:46,2017/8/3 13:20,0.5594
10601,20170803,10084,四川卫视-高清,2017/8/3 9:35,2017/8/3 9:37,0.0319
10601,20170803,10084,四川卫视-高清,2017/8/3 10:58,2017/8/3 11:57,0.9892
10601,20170803,10084,四川卫视-高清,2017/8/3 9:23,2017/8/3 9:35,0.1956
10601,20170803,10084,四川卫视-高清,2017/8/3 10:16,2017/8/3 10:52,0.5983
10601,20170803,10084,四川卫视-高清,2017/8/3 9:38,2017/8/3 10:13,0.2242
10601,20170803,10084,四川卫视-高清,2017/8/3 9:38,2017/8/3 10:13,0.3553
10601,20170803,10084,四川卫视-高清,2017/8/3 10:52,2017/8/3 10:58,0.0919
10601,20170803,10084,四川卫视-高清,2017/8/3 10:13,2017/8/3 10:16,0.0542
10601,20170803,10084,四川卫视-高清,2017/8/3 9:37,2017/8/3 9:38,0.0169
10601,20170803,10084,四川卫视-高清,2017/8/3 8:58,2017/8/3 9:23,0.4167
10601,20170803,10084,江苏卫视-高清,2017/8/3 7:26,2017/8/3 7:59,0.5539
10601,20170803,10084,四川卫视-高清,2017/8/3 8:00,2017/8/3 8:22,0.3706
10601,20170803,10084,东方卫视-高清,2017/8/3 6:26,2017/8/3 6:51,0.4222
10601,20170803,10084,江苏卫视-高清,2017/8/3 6:51,2017/8/3 7:26,0.5806
10601,20170803,10084,四川卫视-高清,2017/8/3 8:22,2017/8/3 8:55,0.5572
10601,20170803,10084,四川卫视-高清,2017/8/3 19:10,2017/8/3 19:48,0.625
10601,20170803,10084,四川卫视-高清,2017/8/3 18:30,2017/8/3 18:33,0.0383
10601,20170803,10084,四川卫视-高清,2017/8/3 18:33,2017/8/3 19:09,0.6106
10601,20170803,10084,中央5台-高清,2017/8/3 16:16,2017/8/3 18:24,0.4086
10601,20170803,10084,中央5台-高清,2017/8/3 16:16,2017/8/3 18:24,1.7314
10601,20170803,10084,四川卫视-高清,2017/8/3 14:56,2017/8/3 15:00,0.0733
10601,20170803,10084,中央5台-高清,2017/8/3 16:11,2017/8/3 16:15,0.0694
10601,20170803,10084,中央5台-高清,2017/8/3 16:09,2017/8/3 16:11,0.0233
10601,20170803,10084,四川卫视-高清,2017/8/3 14:24,2017/8/3 14:56,0.5289
10601,20170803,10084,四川卫视-高清,2017/8/3 15:03,2017/8/3 15:32,0.4828
10601,20170803,10084,四川卫视-高清,2017/8/3 15:32,2017/8/3 16:07,0.1281
10601,20170803,10084,四川卫视-高清,2017/8/3 15:32,2017/8/3 16:07,0.4583
10601,20170803,10084,四川卫视-高清,2017/8/3 13:20,2017/8/3 13:38,0.2978
10601,20170803,10084,四川卫视-高清,2017/8/3 13:38,2017/8/3 14:24,0.4047
10601,20170803,10084,四川卫视-高清,2017/8/3 13:38,2017/8/3 14:24,0.3625
10601,20170803,10084,四川卫视-高清,2017/8/3 12:13,2017/8/3 12:46,0.5531
10601,20170803,10084,四川卫视-高清,2017/8/3 11:57,2017/8/3 12:13,0.2203
10601,20170805,10084,北京卫视-高清,2017/8/5 13:43,2017/8/5 14:21,0.3642
10601,20170805,10084,北京卫视-高清,2017/8/5 13:43,2017/8/5 14:21,0.2689
10601,20170805,10084,北京卫视-高清,2017/8/5 13:01,2017/8/5 13:42,0.6828
10601,20170805,10084,东方卫视-高清,2017/8/5 6:46,2017/8/5 6:49,0.0589
10601,20170805,10084,东方卫视-高清,2017/8/5 6:49,2017/8/5 7:30,0.6711
10601,20170805,10084,东方卫视-高清,2017/8/5 6:07,2017/8/5 6:45,0.6283
10601,20170807,10084,中央5台-高清,2017/8/7 12:26,2017/8/7 12:32,0.1106
10601,20170807,10084,江苏卫视-高清,2017/8/7 8:03,2017/8/7 8:43,0.6522
10601,20170807,10084,东方卫视-高清,2017/8/7 6:35,2017/8/7 6:43,0.1369
10601,20170807,10084,东方卫视-高清,2017/8/7 6:31,2017/8/7 6:35,0.0717
10601,20170807,10084,东方卫视-高清,2017/8/7 7:24,2017/8/7 8:04,0.0667
10601,20170807,10084,东方卫视-高清,2017/8/7 7:24,2017/8/7 8:04,0.5875
10601,20170807,10084,东方卫视-高清,2017/8/7 6:44,2017/8/7 7:24,0.6775
10601,20170807,10084,中央5台-高清,2017/8/7 12:13,2017/8/7 12:25,0.2036
10601,20170808,10084,江苏卫视-高清,2017/8/8 6:55,2017/8/8 7:34,0.6469
10601,20170808,10084,江苏卫视-高清,2017/8/8 7:34,2017/8/8 8:09,0.1644
10601,20170808,10084,江苏卫视-高清,2017/8/8 7:34,2017/8/8 8:09,0.4222
10601,20170808,10084,四川卫视-高清,2017/8/8 17:19,2017/8/8 17:20,0.0169
10601,20170808,10084,四川卫视-高清,2017/8/8 18:39,2017/8/8 19:03,0.4047
10601,20170808,10084,四川卫视-高清,2017/8/8 17:17,2017/8/8 17:19,0.0197
10601,20170808,10084,四川卫视-高清,2017/8/8 17:20,2017/8/8 17:35,0.2536
10601,20170808,10084,四川卫视-高清,2017/8/8 18:20,2017/8/8 18:39,0.3064
10601,20170808,10084,四川卫视-高清,2017/8/8 17:52,2017/8/8 18:20,0.3453
10601,20170808,10084,四川卫视-高清,2017/8/8 17:52,2017/8/8 18:20,0.1175
10601,20170808,10084,四川卫视-高清,2017/8/8 19:04,2017/8/8 19:35,0.5206
10601,20170808,10084,四川卫视-高清,2017/8/8 17:35,2017/8/8 17:52,0.2878
10601,20170808,10084,四川卫视-高清,2017/8/8 11:48,2017/8/8 12:22,0.3742
10601,20170808,10084,四川卫视-高清,2017/8/8 11:48,2017/8/8 12:22,0.1892
10601,20170808,10084,四川卫视-高清,2017/8/8 12:22,2017/8/8 17:17,1.2994
10601,20170808,10084,四川卫视-高清,2017/8/8 12:22,2017/8/8 17:17,2
10601,20170808,10084,四川卫视-高清,2017/8/8 12:22,2017/8/8 17:17,1.6239
10601,20170808,10084,四川卫视-高清,2017/8/8 11:22,2017/8/8 11:48,0.4367
10601,20170808,10084,四川卫视-高清,2017/8/8 10:33,2017/8/8 10:58,0.4283
10601,20170808,10084,四川卫视-高清,2017/8/8 10:28,2017/8/8 10:33,0.0925
10601,20170808,10084,四川卫视-高清,2017/8/8 10:59,2017/8/8 11:22,0.3786
10601,20170808,10084,四川卫视-高清,2017/8/8 9:50,2017/8/8 10:28,0.4739
10601,20170808,10084,四川卫视-高清,2017/8/8 9:50,2017/8/8 10:28,0.1628
10601,20170808,10084,四川卫视-高清,2017/8/8 9:28,2017/8/8 9:50,0.3597
10601,20170808,10084,四川卫视-高清,2017/8/8 8:51,2017/8/8 9:28,0.6103
10601,20170808,10084,江苏卫视-高清,2017/8/8 8:09,2017/8/8 8:51,0.7025
10601,20170809,10084,四川卫视-高清,2017/8/9 17:23,2017/8/9 18:03,0.0519
10601,20170809,10084,四川卫视-高清,2017/8/9 17:23,2017/8/9 18:03,0.6147
10601,20170809,10084,四川卫视-高清,2017/8/9 16:49,2017/8/9 17:22,0.5614
10601,20170809,10084,四川卫视-高清,2017/8/9 15:44,2017/8/9 15:46,0.0194
10601,20170809,10084,四川卫视-高清,2017/8/9 15:45,2017/8/9 16:03,0.065
10601,20170809,10084,四川卫视-高清,2017/8/9 15:45,2017/8/9 16:03,0.2336
10601,20170809,10084,四川卫视-高清,2017/8/9 16:09,2017/8/9 16:49,0.6592
10601,20170809,10084,四川卫视-高清,2017/8/9 16:04,2017/8/9 16:09,0.0892
10601,20170809,10084,江苏卫视-高清,2017/8/9 11:49,2017/8/9 12:21,0.3619
10601,20170809,10084,江苏卫视-高清,2017/8/9 11:49,2017/8/9 12:21,0.1742
10601,20170809,10084,江苏卫视-高清,2017/8/9 12:21,2017/8/9 15:43,1.7267
10601,20170809,10084,江苏卫视-高清,2017/8/9 12:21,2017/8/9 15:43,1.6383
10601,20170809,10084,江苏卫视-高清,2017/8/9 11:34,2017/8/9 11:49,0.2514
10601,20170809,10084,江苏卫视-高清,2017/8/9 7:28,2017/8/9 11:34,1.5753
10601,20170809,10084,江苏卫视-高清,2017/8/9 7:28,2017/8/9 11:34,2
10601,20170809,10084,江苏卫视-高清,2017/8/9 7:28,2017/8/9 11:34,0.5328
10601,20170809,10084,中央5台-高清,2017/8/9 6:59,2017/8/9 7:07,0.1242
10601,20170810,10084,北京卫视-高清,2017/8/10 7:34,2017/8/10 7:58,0.3878
10601,20170810,10084,北京卫视-高清,2017/8/10 6:53,2017/8/10 7:34,0.6808
10601,20170810,10084,四川卫视-高清,2017/8/10 15:40,2017/8/10 15:59,0.3156
10601,20170810,10084,四川卫视-高清,2017/8/10 16:22,2017/8/10 18:02,0.0358
10601,20170810,10084,四川卫视-高清,2017/8/10 16:22,2017/8/10 18:02,1.6186
10601,20170810,10084,四川卫视-高清,2017/8/10 14:57,2017/8/10 14:58,0.0172
10601,20170810,10084,四川卫视-高清,2017/8/10 14:58,2017/8/10 15:40,0.6889
10601,20170810,10084,四川卫视-高清,2017/8/10 15:59,2017/8/10 16:22,0.3747
10601,20170810,10084,四川卫视-高清,2017/8/10 15:59,2017/8/10 16:22,0.0128
10601,20170810,10084,江苏卫视-高清,2017/8/10 14:16,2017/8/10 14:57,0.685
10601,20170810,10084,江苏卫视-高清,2017/8/10 13:48,2017/8/10 14:16,0.2667
10601,20170810,10084,江苏卫视-高清,2017/8/10 13:48,2017/8/10 14:16,0.1967
10601,20170810,10084,北京卫视-高清,2017/8/10 12:11,2017/8/10 13:48,1.6183
10601,20170810,10084,北京卫视-高清,2017/8/10 7:58,2017/8/10 12:10,0.1831
10601,20170810,10084,北京卫视-高清,2017/8/10 7:58,2017/8/10 12:10,2
10601,20170810,10084,北京卫视-高清,2017/8/10 7:58,2017/8/10 12:10,2
10601,20170810,10084,北京卫视-高清,2017/8/10 7:58,2017/8/10 12:10,0.0325
10601,20170821,10084,广东体育-高清,2017/8/21 17:16,2017/8/21 17:20,0.0667
10601,20170821,10084,广东体育-高清,2017/8/21 17:08,2017/8/21 17:15,0.1253
10601,20170821,10084,广东体育-高清,2017/8/21 17:07,2017/8/21 17:08,0.0181
10601,20170821,10084,山东卫视-高清,2017/8/21 17:01,2017/8/21 17:06,0.095
10601,20170824,10084,北京卫视-高清,2017/8/24 16:51,2017/8/24 17:33,0.7097
10601,20170824,10084,中央10台-高清,2017/8/24 7:01,2017/8/24 7:29,0.4547
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,0.8525
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,2
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,2
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,2
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,2
10601,20170824,10084,北京卫视-高清,2017/8/24 7:30,2017/8/24 16:51,0.4836
10601,20170824,10084,中央10台-高清,2017/8/24 6:44,2017/8/24 6:48,0.0603
10601,20170824,10084,中央10台-高清,2017/8/24 7:29,2017/8/24 7:30,0.0211
10601,20170824,10084,中央10台-高清,2017/8/24 6:48,2017/8/24 7:01,0.225
10601,20170825,10084,东方卫视-高清,2017/8/25 7:09,2017/8/25 7:24,0.2411
10601,20170825,10084,东方卫视-高清,2017/8/25 7:24,2017/8/25 7:58,0.5694
10601,20170825,10084,东方卫视-高清,2017/8/25 6:30,2017/8/25 7:09,0.6436
10601,20170826,10084,南方经济,2017/8/26 21:23,2017/8/26 21:39,0.2614
10601,20170826,10084,南方经济,2017/8/26 20:35,2017/8/26 21:23,0.7983
10601,20170826,10084,南方经济,2017/8/26 20:21,2017/8/26 20:35,0.2311
10601,20170826,10084,南方经济,2017/8/26 17:27,2017/8/26 20:21,0.3628
10601,20170826,10084,南方经济,2017/8/26 17:27,2017/8/26 20:21,2
10601,20170826,10084,南方经济,2017/8/26 17:27,2017/8/26 20:21,0.5417
10601,20170827,10084,南方经济,2017/8/27 15:30,2017/8/27 15:31,0.0172
10601,20170827,10084,南方经济,2017/8/27 15:35,2017/8/27 16:17,0.2961
10601,20170827,10084,南方经济,2017/8/27 15:35,2017/8/27 16:17,0.4083
10601,20170827,10084,南方经济,2017/8/27 15:28,2017/8/27 15:30,0.035
10601,20170827,10084,南方经济,2017/8/27 16:52,2017/8/27 17:26,0.5789
10601,20170827,10084,南方经济,2017/8/27 16:17,2017/8/27 16:51,0.5675
10601,20170827,10084,南方经济,2017/8/27 15:32,2017/8/27 15:33,0.0244
10601,20170901,10084,南方经济,2017/9/1 17:12,2017/9/1 19:00,1
10601,20170901,10084,南方经济,2017/9/1 17:12,2017/9/1 19:00,0.7906
10601,20170901,10084,南方经济,2017/9/1 19:00,2017/9/1 19:38,0.6386
10601,20170904,10084,浙江卫视-高清,2017/9/4 16:30,2017/9/4 16:35,0.0697
10601,20170904,10084,中央1台-高清,2017/9/4 14:56,2017/9/4 15:04,0.1336
10601,20170904,10084,中央1台-高清,2017/9/4 14:20,2017/9/4 14:23,0.0444
10601,20170904,10084,中央1台-高清,2017/9/4 14:23,2017/9/4 14:56,0.5511
10601,20170907,10084,中央1台-高清,2017/9/7 14:22,2017/9/7 15:02,0.6742
10601,20170920,10084,北京卫视-高清,2017/9/20 13:30,2017/9/20 13:33,0.0472
10601,20170920,10084,北京卫视-高清,2017/9/20 13:07,2017/9/20 13:30,0.3772
10601,20170921,10084,中央5台-高清,2017/9/21 16:06,2017/9/21 16:08,0.0353
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,0.0206
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,2
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,2
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,2
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,2
10601,20170921,10084,北京卫视-高清,2017/9/21 6:20,2017/9/21 16:01,1.6667
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,0.445
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,0.3333
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170921,10084,北京卫视-高清,2017/9/20 13:33,2017/9/21 6:20,2
10601,20170923,10084,中央纪录-高清,2017/9/23 13:08,2017/9/23 20:43,2
10601,20170923,10084,中央纪录-高清,2017/9/23 13:08,2017/9/23 20:43,2
10601,20170923,10084,中央纪录-高清,2017/9/23 13:08,2017/9/23 20:43,2
10601,20170923,10084,中央纪录-高清,2017/9/23 13:08,2017/9/23 20:43,0.8622
10601,20170923,10084,中央纪录-高清,2017/9/23 13:04,2017/9/23 13:05,0.0172
10601,20170923,10084,中央纪录-高清,2017/9/23 13:02,2017/9/23 13:03,0.0244
10601,20170923,10084,广东卫视-高清,2017/9/23 12:53,2017/9/23 13:02,0.1478
10601,20170923,10084,中央纪录-高清,2017/9/23 13:06,2017/9/23 13:08,0.0342
10601,20170923,10084,中央纪录-高清,2017/9/23 13:08,2017/9/23 20:43,0.7233
10601,20170930,10084,中央6台-高清,2017/9/30 18:39,2017/9/30 18:42,0.0442
10601,20170930,10084,中央6台-高清,2017/9/30 18:42,2017/9/30 19:34,0.8806
10603,20170704,11108,东方卫视-高清,2017/7/4 18:51,2017/7/4 19:06,0.2494
10603,20170708,11108,山东卫视-高清,2017/7/8 18:43,2017/7/8 18:49,0.1
10603,20170709,11108,东方卫视-高清,2017/7/9 17:41,2017/7/9 17:53,0.1997
10603,20170723,11108,澳亚卫视,2017/7/23 23:27,2017/7/23 23:35,0.1297
10603,20170723,11108,澳亚卫视,2017/7/23 23:35,2017/7/23 23:58,0.3825
10603,20170724,11108,澳亚卫视,2017/7/24 0:01,2017/7/24 0:16,0.2386
10603,20170724,11108,澳亚卫视,2017/7/23 23:58,2017/7/24 0:00,0.0283
10603,20170724,11108,澳亚卫视,2017/7/23 23:58,2017/7/24 0:00,0.0144
10603,20170724,11108,澳亚卫视,2017/7/24 0:16,2017/7/24 0:30,0.2383
10603,20170726,11108,浙江卫视-高清,2017/7/26 23:33,2017/7/26 23:44,0.1933
10603,20170902,11108,浙江卫视-高清,2017/9/2 21:39,2017/9/2 21:47,0.1333
10603,20170902,11108,浙江卫视-高清,2017/9/2 20:18,2017/9/2 21:39,1.3583
10603,20170903,11108,东方卫视-高清,2017/9/3 12:17,2017/9/3 12:56,0.6556
10603,20170903,11108,东方卫视-高清,2017/9/3 12:56,2017/9/3 13:29,0.5372
10603,20170909,11108,东方卫视-高清,2017/9/9 22:53,2017/9/9 23:35,0.6983
10603,20170909,11108,东方卫视-高清,2017/9/9 22:13,2017/9/9 22:53,0.6572
10603,20170909,11108,东方卫视-高清,2017/9/9 22:09,2017/9/9 22:13,0.0631
10603,20170909,11108,浙江卫视-高清,2017/9/9 13:26,2017/9/9 13:53,0.4522
10603,20170909,11108,浙江卫视-高清,2017/9/9 13:23,2017/9/9 13:26,0.0575
10603,20170909,11108,浙江卫视-高清,2017/9/9 13:06,2017/9/9 13:23,0.2822
10603,20170909,11108,浙江卫视-高清,2017/9/9 11:40,2017/9/9 13:05,1.0914
10603,20170909,11108,浙江卫视-高清,2017/9/9 11:40,2017/9/9 13:05,0.3214
10603,20170909,11108,浙江卫视-高清,2017/9/9 11:24,2017/9/9 11:40,0.2728
10603,20170915,11108,浙江卫视-高清,2017/9/15 23:16,2017/9/15 23:17,0.0269
10603,20170915,11108,浙江卫视-高清,2017/9/15 23:17,2017/9/15 23:29,0.1947
10603,20170930,11108,东方卫视-高清,2017/9/30 17:18,2017/9/30 17:54,0.6042
10603,20170930,11108,东方卫视-高清,2017/9/30 17:58,2017/9/30 19:12,1.2111
10603,20170930,11108,东方卫视-高清,2017/9/30 17:58,2017/9/30 19:12,0.0178
10603,20170930,11108,东方卫视-高清,2017/9/30 19:12,2017/9/30 19:46,0.5714
10603,20170930,11108,东方卫视-高清,2017/9/30 17:55,2017/9/30 17:58,0.0617
10604,20170720,10842,广东体育-高清,2017/7/20 21:53,2017/7/20 22:50,0.1147
10604,20170720,10842,广东体育-高清,2017/7/20 21:53,2017/7/20 22:50,0.8375
10604,20170802,10842,中央5台-高清,2017/8/2 0:15,2017/8/2 0:29,0.2444
10604,20170805,10842,浙江卫视-高清,2017/8/5 22:50,2017/8/5 23:35,0.7369
10604,20170806,10842,浙江卫视-高清,2017/8/5 23:35,2017/8/6 0:08,0.4136
10604,20170806,10842,浙江卫视-高清,2017/8/5 23:35,2017/8/6 0:08,0.1336
10604,20170816,10842,浙江卫视-高清,2017/8/16 18:49,2017/8/16 19:36,0.7689
10604,20170820,10842,CCTV5+体育赛事,2017/8/20 13:37,2017/8/20 16:09,0.1642
10604,20170820,10842,CCTV5+体育赛事,2017/8/20 13:37,2017/8/20 16:09,2
10604,20170820,10842,CCTV5+体育赛事,2017/8/20 13:37,2017/8/20 16:09,0.3808
10604,20170910,10842,浙江卫视-高清,2017/9/10 1:25,2017/9/10 1:27,0.0417
10604,20170910,10842,广东体育-高清,2017/9/10 1:28,2017/9/10 2:30,0.5008
10604,20170910,10842,广东体育-高清,2017/9/10 1:28,2017/9/10 2:30,0.5283
10604,20170910,10842,浙江卫视-高清,2017/9/10 0:44,2017/9/10 1:25,0.6769
10604,20170910,10842,广东体育-高清,2017/9/9 21:28,2017/9/10 0:43,2
10604,20170910,10842,广东体育-高清,2017/9/9 21:28,2017/9/10 0:43,0.5272
10604,20170910,10842,广东体育-高清,2017/9/9 21:28,2017/9/10 0:43,0.7278
10605,20170715,10871,中央4台-高清,2017/7/15 10:38,2017/7/15 11:03,0.4208
10605,20170715,10871,中央4台-高清,2017/7/15 9:57,2017/7/15 10:38,0.6386
10605,20170715,10871,中央4台-高清,2017/7/15 9:57,2017/7/15 10:38,0.0439
10605,20170715,10871,中央4台-高清,2017/7/15 9:15,2017/7/15 9:57,0.6906
10605,20170715,10871,中央4台-高清,2017/7/15 9:14,2017/7/15 9:15,0.0186
10605,20170715,10871,中央4台-高清,2017/7/15 8:26,2017/7/15 9:14,0.8056
10605,20170724,10871,中央5台-高清,2017/7/24 13:49,2017/7/24 13:50,0.0169
10605,20170724,10871,中央5台-高清,2017/7/24 13:50,2017/7/24 14:00,0.0086
10605,20170724,10871,中央5台-高清,2017/7/24 13:50,2017/7/24 14:00,0.1611
10605,20170724,10871,中央5台-高清,2017/7/24 11:18,2017/7/24 12:36,0.6072
10605,20170724,10871,中央5台-高清,2017/7/24 11:18,2017/7/24 12:36,0.6969
10605,20170724,10871,中央5台-高清,2017/7/24 12:36,2017/7/24 13:49,1.2108
10605,20170724,10871,中央5台-高清,2017/7/24 11:10,2017/7/24 11:14,0.0656
10605,20170728,10871,CCTV5+体育赛事,2017/7/28 15:39,2017/7/28 15:40,0.0181
10605,20170729,10871,浙江卫视-高清,2017/7/29 10:03,2017/7/29 11:58,1.9225
10605,20170807,10871,广东体育-高清,2017/8/7 8:25,2017/8/7 8:30,0.0831
10605,20170807,10871,广东体育-高清,2017/8/7 8:14,2017/8/7 8:25,0.1822
10605,20170807,10871,广东体育-高清,2017/8/7 6:47,2017/8/7 8:14,0.2386
10605,20170807,10871,广东体育-高清,2017/8/7 6:47,2017/8/7 8:14,1.2158
10605,20170808,10871,浙江卫视-高清,2017/8/7 22:56,2017/8/8 0:24,1.0664
10605,20170808,10871,浙江卫视-高清,2017/8/7 22:56,2017/8/8 0:24,0.4064
10605,20170809,10871,CCTV5+体育赛事,2017/8/9 13:13,2017/8/9 14:03,0.0653
10605,20170809,10871,CCTV5+体育赛事,2017/8/9 13:13,2017/8/9 14:03,0.7728
10605,20170814,10871,广东体育-高清,2017/8/14 7:51,2017/8/14 8:20,0.3453
10605,20170814,10871,广东体育-高清,2017/8/14 7:51,2017/8/14 8:20,0.1475
10605,20170814,10871,广东体育-高清,2017/8/14 8:20,2017/8/14 8:42,0.3589
10605,20170820,10871,广东体育-高清,2017/8/20 16:36,2017/8/20 16:39,0.0436
10605,20170820,10871,广东体育-高清,2017/8/20 16:39,2017/8/20 16:57,0.2992
10605,20170820,10871,广东体育-高清,2017/8/20 13:38,2017/8/20 14:53,0.8983
10605,20170820,10871,广东体育-高清,2017/8/20 13:38,2017/8/20 14:53,0.365
10605,20170820,10871,广东体育-高清,2017/8/20 13:16,2017/8/20 13:38,0.3539
10605,20170820,10871,广东体育-高清,2017/8/20 13:02,2017/8/20 13:16,0.2353
10605,20170820,10871,广东体育-高清,2017/8/20 11:23,2017/8/20 13:02,1.0442
10605,20170820,10871,广东体育-高清,2017/8/20 11:23,2017/8/20 13:02,0.605
10605,20170821,10871,广东体育-高清,2017/8/21 17:09,2017/8/21 17:34,0.4183
10605,20170821,10871,广东体育-高清,2017/8/21 16:15,2017/8/21 17:08,0.8897
10605,20170823,10871,广东体育-高清,2017/8/23 20:51,2017/8/23 21:15,0.3925
