设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10552,20170705,精彩点,铁拳：X男(高清),2017/7/5 17:30,2017/7/5 17:34,11257
10552,20170827,热点专题,变形金刚2 (高清),2017/8/27 18:58,2017/8/27 19:05,11257
10552,20170827,热点专题,变形金刚2(高清)(暴爽重金属超强震撼),2017/8/27 18:58,2017/8/27 19:05,11257
10552,20170827,精彩点,帕克(高清)(不义之财引欲望杀戮),2017/8/27 17:15,2017/8/27 17:58,11257
10552,20170827,精彩点,帕克(高清),2017/8/27 17:15,2017/8/27 17:58,11257
10552,20170827,热点专题,生死拳(拳拳到肉，吴京无替身),2017/8/27 17:02,2017/8/27 17:15,11257
10552,20170827,精彩点,帕克(高清),2017/8/27 17:58,2017/8/27 18:58,11257
10552,20170827,精彩点,帕克(高清)(不义之财引欲望杀戮),2017/8/27 17:58,2017/8/27 18:58,11257
10553,20170701,精彩点,赌城群英会(06),2017/7/1 16:05,2017/7/1 16:47,10794
10553,20170701,精彩点,赌城群英会(05),2017/7/1 15:14,2017/7/1 16:05,10794
10553,20170702,精彩点,06月24日 天生是优我：收官！少女团逆袭出道(高清),2017/7/2 18:33,2017/7/2 22:38,10794
10553,20170703,精彩点,爱？回家之开心速递(93),2017/7/3 15:16,2017/7/3 15:29,10794
10553,20170703,精彩点,爱？回家之开心速递(91),2017/7/3 14:22,2017/7/3 14:25,10794
10553,20170703,精彩点,爱？回家之开心速递(89),2017/7/3 13:03,2017/7/3 13:26,10794
10553,20170703,精彩点,爱？回家之开心速递(93),2017/7/3 14:48,2017/7/3 15:16,10794
10553,20170703,精彩点,爱？回家之开心速递(91),2017/7/3 13:48,2017/7/3 14:22,10794
10553,20170703,精彩点,爱？回家之开心速递(88),2017/7/3 13:01,2017/7/3 13:03,10794
10553,20170703,精彩点,爱？回家之开心速递(92),2017/7/3 14:25,2017/7/3 14:48,10794
10553,20170703,精彩点,爱？回家之开心速递(88),2017/7/3 12:59,2017/7/3 13:00,10794
10553,20170703,精彩点,爱？回家之开心速递(87),2017/7/3 13:00,2017/7/3 13:01,10794
10553,20170703,精彩点,爱？回家之开心速递(90),2017/7/3 13:26,2017/7/3 13:48,10794
10553,20170704,精彩点,爱？回家之开心速递(93),2017/7/4 23:53,2017/7/4 23:54,10794
10553,20170705,今日上线,爱？回家之开心速递(95),2017/7/5 22:49,2017/7/5 23:12,10794
10553,20170705,今日上线,赌城群英会(11),2017/7/4 23:57,2017/7/5 0:38,10794
10553,20170705,精彩点,爱？回家之开心速递(94),2017/7/5 0:38,2017/7/5 1:02,10794
10553,20170706,精彩点,07月02日 来吧冠军 第二季：奥尼尔表白Baby 郑恺“卖”友求锦囊(高清),2017/7/6 11:02,2017/7/6 11:34,10794
10553,20170709,今日上线,赌城群英会(15),2017/7/9 19:05,2017/7/9 19:07,10794
10553,20170709,精彩点,06月23日 奔跑吧：鹿晗大秀球技(高清),2017/7/9 20:05,2017/7/9 20:44,10794
10553,20170709,今日上线,赌城群英会(15),2017/7/9 14:49,2017/7/9 17:45,10794
10553,20170709,精彩点,06月23日 奔跑吧：鹿晗大秀球技(高清),2017/7/9 21:33,2017/7/9 23:11,10794
10553,20170709,精彩点,06月23日 奔跑吧：鹿晗大秀球技(高清),2017/7/9 19:07,2017/7/9 20:05,10794
10553,20170710,精彩点,07月07日 奔跑吧：奔跑团探班 鹿晗热巴二次元对话萌翻(高清),2017/7/10 14:41,2017/7/10 20:57,10794
10553,20170710,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟(高清),2017/7/10 13:14,2017/7/10 14:41,10794
10553,20170712,今日上线,爱？回家之开心速递(100),2017/7/12 19:42,2017/7/12 20:06,10794
10553,20170716,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),2017/7/16 21:48,2017/7/16 23:37,10794
10553,20170716,精彩点,醉玲珑(03)(高清),2017/7/16 20:12,2017/7/16 21:02,10794
10553,20170716,精彩点,醉玲珑(04)(高清),2017/7/16 21:02,2017/7/16 21:48,10794
10553,20170717,精彩点,07月14日 中国新歌声 第二季：杰伦Eason对唱(高清),2017/7/17 22:39,2017/7/17 22:41,10794
10553,20170717,精彩点,赌城群英会(18),2017/7/17 23:09,2017/7/17 23:59,10794
10553,20170718,精彩点,赌城群英会(20),2017/7/18 22:48,2017/7/18 23:37,10794
10553,20170718,精彩点,赌城群英会(19),2017/7/18 18:53,2017/7/18 20:57,10794
10553,20170718,精彩点,赌城群英会(19),2017/7/18 20:58,2017/7/18 21:18,10794
10553,20170718,精彩点,赌城群英会(18),2017/7/18 12:06,2017/7/18 12:10,10794
10553,20170719,精彩点,我的前半生(02)(高清),2017/7/19 18:11,2017/7/19 18:20,10794
10553,20170719,精彩点,我的前半生(01)(高清),2017/7/19 17:28,2017/7/19 18:11,10794
10553,20170719,今日上线,赌城群英会(21),2017/7/18 23:37,2017/7/19 0:18,10794
10553,20170719,精彩点,07月15日 非诚勿扰：大连“彭于晏”来袭(高清),2017/7/19 16:42,2017/7/19 16:43,10794
10553,20170719,精彩点,我的前半生(02)(高清),2017/7/19 23:32,2017/7/19 23:46,10794
10553,20170719,精彩点,我的前半生(02)(高清),2017/7/19 18:20,2017/7/19 19:02,10794
10553,20170719,精彩点,07月15日 非诚勿扰：大连“彭于晏”来袭(高清),2017/7/19 13:03,2017/7/19 13:50,10794
10553,20170719,精彩点,复合大师(01)(高清),2017/7/19 16:43,2017/7/19 17:27,10794
10553,20170724,精彩点,爱？回家之开心速递(109),2017/7/24 22:10,2017/7/24 22:32,10794
10553,20170726,精彩点,超时空男臣(05),2017/7/26 13:02,2017/7/26 23:08,10794
10553,20170727,精彩点,超时空男臣(05),2017/7/27 12:12,2017/7/27 12:14,10794
10553,20170727,精彩点,超时空男臣(06),2017/7/27 12:14,2017/7/27 12:55,10794
10553,20170727,精彩点,超时空男臣(05),2017/7/26 23:08,2017/7/27 3:35,10794
10553,20170728,今日上线,超时空男臣(08),2017/7/28 12:28,2017/7/28 13:09,10794
10553,20170728,精彩点,超时空男臣(07),2017/7/27 12:55,2017/7/28 0:19,10794
10553,20170730,精彩点,醉玲珑(11)(高清),2017/7/30 14:58,2017/7/30 15:48,10794
10553,20170730,精彩点,爱？回家之开心速递(113)(高清),2017/7/30 13:34,2017/7/30 13:36,10794
10553,20170730,精彩点,醉玲珑(10)(高清),2017/7/30 14:26,2017/7/30 14:58,10794
10553,20170730,精彩点,爱？回家之开心速递(110),2017/7/30 0:45,2017/7/30 0:47,10794
10553,20170730,精彩点,爱？回家之开心速递(113)(高清),2017/7/30 1:38,2017/7/30 2:01,10794
10553,20170730,精彩点,醉玲珑(12)(高清),2017/7/30 15:48,2017/7/30 20:46,10794
10553,20170730,精彩点,爱？回家之开心速递(112),2017/7/30 1:09,2017/7/30 1:38,10794
10553,20170730,精彩点,醉玲珑(09)(高清),2017/7/30 13:36,2017/7/30 14:26,10794
10553,20170730,精彩点,爱？回家之开心速递(111),2017/7/30 0:47,2017/7/30 1:09,10794
10553,20170730,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/7/30 22:36,2017/7/30 23:12,10794
10553,20170731,精彩点,超时空男臣(04),2017/7/31 19:19,2017/7/31 19:43,10794
10553,20170731,精彩点,超时空男臣(05),2017/7/31 19:44,2017/7/31 20:40,10794
10553,20170731,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),2017/7/31 12:15,2017/7/31 14:01,10794
10553,20170731,精彩点,超时空男臣(06),2017/7/31 20:40,2017/7/31 21:21,10794
10553,20170731,精彩点,07月28日 中国新歌声 第二季：周董自曝撩妹套路(高清),2017/7/31 19:16,2017/7/31 19:18,10794
10553,20170731,精彩点,07月23日 极限挑战 第三季：张艺兴变人肉轮盘(高清),2017/7/30 23:12,2017/7/31 0:10,10794
10553,20170731,精彩点,超时空男臣(08),2017/7/31 22:05,2017/7/31 22:06,10794
10553,20170731,精彩点,超时空男臣(07),2017/7/31 21:21,2017/7/31 22:05,10794
10553,20170801,精彩点,赌城群英会(25),2017/8/1 13:48,2017/8/1 14:21,10794
10553,20170801,精彩点,赌城群英会(26),2017/8/1 21:44,2017/8/1 22:26,10794
10553,20170801,精彩点,赌城群英会(25),2017/8/1 21:39,2017/8/1 21:44,10794
10553,20170801,精彩点,赌城群英会(25),2017/8/1 10:48,2017/8/1 10:52,10794
10553,20170801,精彩点,赌城群英会(24),2017/8/1 10:05,2017/8/1 10:48,10794
10553,20170801,精彩点,赌城群英会(28),2017/8/1 23:09,2017/8/1 23:58,10794
10553,20170801,精彩点,赌城群英会(27),2017/8/1 22:26,2017/8/1 23:09,10794
10553,20170802,精彩点,赌城群英会(30)(高清),2017/8/2 22:42,2017/8/2 22:45,10794
10553,20170802,精彩点,赌城群英会(30)(高清),2017/8/2 10:16,2017/8/2 10:35,10794
10553,20170802,精彩点,赌城群英会(30)(高清),2017/8/2 10:35,2017/8/2 10:55,10794
10553,20170802,精彩点,超时空男臣(11)(高清),2017/8/2 0:09,2017/8/2 0:51,10794
10553,20170802,精彩点,赌城群英会(29)(高清),2017/8/2 9:45,2017/8/2 10:16,10794
10553,20170802,精彩点,赌城群英会(29)(高清),2017/8/1 23:58,2017/8/2 0:09,10794
10553,20170803,精彩点,赌城群英会(30)(高清),2017/8/3 9:57,2017/8/3 10:12,10794
10553,20170803,精彩点,赌城群英会(31)(高清),2017/8/3 10:12,2017/8/3 11:00,10794
10553,20170804,精彩点,赌城群英会(31),2017/8/4 14:50,2017/8/4 14:56,10794
10553,20170804,精彩点,赌城群英会(31)(高清),2017/8/4 14:50,2017/8/4 14:56,10794
10553,20170804,精彩点,赌城群英会(30),2017/8/4 14:48,2017/8/4 14:49,10794
10553,20170804,精彩点,07月29日 中餐厅：张亮展厨艺圈粉周冬雨(高清),2017/8/4 1:24,2017/8/4 1:27,10794
10553,20170804,精彩点,赌城群英会(30)(高清),2017/8/4 14:48,2017/8/4 14:49,10794
10553,20170805,精彩点,爱？回家之开心速递(116),2017/8/5 2:43,2017/8/5 3:41,10794
10553,20170805,精彩点,爱？回家之开心速递(116)(高清),2017/8/5 2:43,2017/8/5 3:41,10794
10553,20170805,精彩点,爱？回家之开心速递(117),2017/8/5 3:41,2017/8/5 4:03,10794
10553,20170805,精彩点,爱？回家之开心速递(114),2017/8/5 2:02,2017/8/5 2:36,10794
10553,20170805,精彩点,爱？回家之开心速递(115),2017/8/5 2:36,2017/8/5 2:43,10794
10553,20170805,精彩点,爱？回家之开心速递(114)(高清),2017/8/5 2:02,2017/8/5 2:36,10794
10553,20170805,精彩点,爱？回家之开心速递(115)(高清),2017/8/5 2:36,2017/8/5 2:43,10794
10553,20170805,精彩点,赌城群英会(33),2017/8/5 0:20,2017/8/5 1:06,10794
10553,20170805,精彩点,爱？回家之开心速递(118),2017/8/5 4:03,2017/8/5 4:25,10794
10553,20170806,精彩点,醉玲珑(14)(高清),2017/8/6 12:42,2017/8/6 13:18,10794
10553,20170806,精彩点,醉玲珑(15)(高清),2017/8/6 13:18,2017/8/6 14:02,10794
10553,20170806,精彩点,醉玲珑(16)(高清),2017/8/6 15:17,2017/8/6 15:47,10794
10553,20170806,精彩点,醉玲珑(16)(高清),2017/8/6 14:02,2017/8/6 15:17,10794
10553,20170806,精彩点,醉玲珑(13)(高清),2017/8/6 12:02,2017/8/6 12:42,10794
10553,20170808,精彩点,赌城群英会(34),2017/8/8 22:45,2017/8/8 22:47,10794
10553,20170808,精彩点,超时空男臣(14),2017/8/8 12:19,2017/8/8 13:00,10794
10553,20170808,精彩点,08月05日 中餐厅：黄晓明再掀定价风波(高清),2017/8/7 12:30,2017/8/8 0:27,10794
10553,20170810,精彩点,醉玲珑(07)(高清),2017/8/10 9:51,2017/8/10 10:30,10794
10553,20170810,精彩点,醉玲珑(06)(高清),2017/8/10 9:26,2017/8/10 9:43,10794
10553,20170810,精彩点,醉玲珑(07)(高清),2017/8/10 10:30,2017/8/10 10:53,10794
10553,20170810,精彩点,醉玲珑(06)(高清),2017/8/10 9:43,2017/8/10 9:51,10794
10553,20170810,精彩点,醉玲珑(08)(高清),2017/8/10 11:19,2017/8/10 11:29,10794
10553,20170810,精彩点,醉玲珑(08)(高清),2017/8/10 10:53,2017/8/10 11:19,10794
10553,20170811,精彩点,醉玲珑(11)(高清),2017/8/11 15:21,2017/8/11 15:56,10794
10553,20170812,精彩点,醉玲珑(16)(高清),2017/8/12 12:47,2017/8/12 13:25,10794
10553,20170812,精彩点,醉玲珑(17)(高清),2017/8/12 13:57,2017/8/12 15:15,10794
10553,20170812,精彩点,醉玲珑(17)(高清),2017/8/12 15:15,2017/8/12 16:20,10794
10553,20170812,精彩点,醉玲珑(16)(高清),2017/8/12 13:25,2017/8/12 13:57,10794
10553,20170813,精彩点,醉玲珑(20)(高清),2017/8/13 3:59,2017/8/13 16:00,10794
10553,20170813,精彩点,醉玲珑(17)(高清),2017/8/13 1:29,2017/8/13 1:31,10794
10553,20170813,精彩点,醉玲珑(18)(高清),2017/8/13 1:31,2017/8/13 2:38,10794
10553,20170813,精彩点,醉玲珑(20)(高清),2017/8/13 3:26,2017/8/13 3:59,10794
10553,20170813,精彩点,醉玲珑(19)(高清),2017/8/13 2:38,2017/8/13 3:26,10794
10553,20170815,精彩点,超时空男臣(20),2017/8/15 20:49,2017/8/15 21:30,10794
10553,20170816,精彩点,08月12日 中餐厅：崔老师爆赵薇周冬雨趣事(高清),2017/8/16 15:15,2017/8/16 17:38,10794
10553,20170817,精彩点,08月12日 中餐厅：崔老师爆赵薇周冬雨趣事(高清),2017/8/17 13:20,2017/8/17 14:04,10794
10553,20170818,精彩点,醉玲珑(18)(高清),2017/8/18 3:39,2017/8/18 3:48,10794
10553,20170818,精彩点,醉玲珑(20)(高清),2017/8/18 13:21,2017/8/18 14:03,10794
10553,20170818,精彩点,醉玲珑(20)(高清),2017/8/18 14:03,2017/8/18 14:12,10794
10553,20170818,精彩点,醉玲珑(19)(高清),2017/8/18 12:29,2017/8/18 12:56,10794
10553,20170818,精彩点,醉玲珑(17)(高清),2017/8/18 1:53,2017/8/18 2:10,10794
10553,20170818,精彩点,醉玲珑(19)(高清),2017/8/18 11:46,2017/8/18 12:29,10794
10553,20170818,精彩点,醉玲珑(20)(高清),2017/8/18 12:56,2017/8/18 13:21,10794
10553,20170818,精彩点,醉玲珑(18)(高清),2017/8/18 2:10,2017/8/18 2:20,10794
10553,20170818,精彩点,醉玲珑(19)(高清),2017/8/18 3:48,2017/8/18 4:06,10794
10553,20170818,精彩点,爱？回家之开心速递(125),2017/8/18 0:22,2017/8/18 0:43,10794
10553,20170818,精彩点,08月12日 中餐厅：崔老师爆赵薇周冬雨趣事(高清),2017/8/17 23:32,2017/8/18 0:22,10794
10553,20170818,精彩点,爱？回家之开心速递(127),2017/8/18 1:05,2017/8/18 1:27,10794
10553,20170818,精彩点,醉玲珑(18)(高清),2017/8/18 2:20,2017/8/18 3:39,10794
10553,20170818,精彩点,爱？回家之开心速递(126),2017/8/18 0:44,2017/8/18 1:05,10794
10553,20170820,精彩点,醉玲珑(21)(高清),2017/8/20 12:32,2017/8/20 13:22,10794
10553,20170820,精彩点,醉玲珑(22)(高清),2017/8/20 13:22,2017/8/20 13:59,10794
10553,20170820,精彩点,醉玲珑(24)(高清),2017/8/20 14:46,2017/8/20 15:21,10794
10553,20170820,精彩点,醉玲珑(23)(高清),2017/8/20 13:59,2017/8/20 14:46,10794
10553,20170821,精彩点,醉玲珑(23)(高清),2017/8/21 13:34,2017/8/21 15:38,10794
10553,20170821,精彩点,爱？回家之开心速递(128),2017/8/21 22:40,2017/8/21 22:41,10794
10553,20170821,精彩点,醉玲珑(24)(高清),2017/8/21 22:03,2017/8/21 22:39,10794
10553,20170821,精彩点,醉玲珑(22)(高清),2017/8/21 13:00,2017/8/21 13:34,10794
10553,20170822,精彩点,同盟(01),2017/8/22 12:44,2017/8/22 13:06,10794
10553,20170822,精彩点,同盟(03)(高清),2017/8/22 20:54,2017/8/22 21:16,10794
10553,20170822,精彩点,同盟(04),2017/8/22 22:55,2017/8/22 23:37,10794
10553,20170822,精彩点,同盟(01)(高清),2017/8/22 19:50,2017/8/22 19:52,10794
10553,20170822,精彩点,同盟(01)(高清),2017/8/22 12:31,2017/8/22 12:45,10794
10553,20170822,精彩点,同盟(03),2017/8/22 20:54,2017/8/22 21:16,10794
10553,20170822,精彩点,同盟(01)(高清),2017/8/22 19:52,2017/8/22 20:11,10794
10553,20170822,精彩点,同盟(03)(高清),2017/8/22 22:27,2017/8/22 22:55,10794
10553,20170822,精彩点,同盟(03),2017/8/22 22:27,2017/8/22 22:55,10794
10553,20170822,精彩点,同盟(01),2017/8/22 19:50,2017/8/22 19:52,10794
10553,20170822,精彩点,同盟(01),2017/8/22 12:31,2017/8/22 12:45,10794
10553,20170822,精彩点,同盟(02),2017/8/22 20:11,2017/8/22 20:54,10794
10553,20170822,精彩点,同盟(01),2017/8/22 19:52,2017/8/22 20:11,10794
10553,20170822,精彩点,同盟(01)(高清),2017/8/22 12:44,2017/8/22 13:06,10794
10553,20170823,精彩点,08月19日 中餐厅：泰国Mike携友惊喜来袭(高清),2017/8/23 12:58,2017/8/23 14:24,10794
10553,20170823,精彩点,同盟(07),2017/8/23 1:01,2017/8/23 1:49,10794
10553,20170823,精彩点,同盟(06),2017/8/23 0:19,2017/8/23 1:01,10794
10553,20170823,精彩点,同盟(05),2017/8/22 23:37,2017/8/23 0:19,10794
10553,20170823,精彩点,同盟(06)(高清),2017/8/23 0:19,2017/8/23 1:01,10794
10553,20170823,精彩点,同盟(07)(高清),2017/8/23 1:01,2017/8/23 1:49,10794
10553,20170824,精彩点,同盟(07),2017/8/24 23:48,2017/8/24 23:51,10794
10553,20170824,精彩点,爱？回家之开心速递(131),2017/8/23 23:01,2017/8/24 0:53,10794
10553,20170824,精彩点,同盟(07)(高清),2017/8/24 23:48,2017/8/24 23:51,10794
10553,20170825,精彩点,同盟(08),2017/8/24 23:51,2017/8/25 0:42,10794
10553,20170825,精彩点,同盟(10),2017/8/25 1:25,2017/8/25 2:39,10794
10553,20170825,精彩点,同盟(11),2017/8/25 2:50,2017/8/25 3:13,10794
10553,20170825,精彩点,同盟(09),2017/8/25 0:42,2017/8/25 1:25,10794
10553,20170825,精彩点,同盟(10),2017/8/25 2:39,2017/8/25 2:50,10794
10553,20170827,精彩点,爱？回家之开心速递(134),2017/8/27 17:05,2017/8/27 17:31,10794
10553,20170827,精彩点,醉玲珑(25)(高清),2017/8/27 20:58,2017/8/27 21:27,10794
10553,20170827,精彩点,同盟(14),2017/8/27 19:28,2017/8/27 20:12,10794
10553,20170827,精彩点,同盟(11),2017/8/27 17:32,2017/8/27 17:53,10794
10553,20170827,精彩点,醉玲珑(26)(高清),2017/8/27 21:52,2017/8/27 22:33,10794
10553,20170827,精彩点,醉玲珑(27)(高清),2017/8/27 22:33,2017/8/27 23:14,10794
10553,20170827,精彩点,同盟(12),2017/8/27 17:53,2017/8/27 18:36,10794
10553,20170827,精彩点,醉玲珑(25)(高清),2017/8/27 21:27,2017/8/27 21:52,10794
10553,20170827,精彩点,同盟(15),2017/8/27 20:12,2017/8/27 20:57,10794
10553,20170827,精彩点,同盟(13),2017/8/27 18:36,2017/8/27 19:28,10794
10553,20170828,精彩点,醉玲珑(28)(高清),2017/8/28 14:45,2017/8/28 18:28,10794
10553,20170828,精彩点,醉玲珑(28)(高清),2017/8/28 13:36,2017/8/28 14:45,10794
10553,20170828,精彩点,醉玲珑(28)(高清),2017/8/27 23:14,2017/8/28 1:12,10794
10553,20170829,精彩点,超时空男臣(31),2017/8/29 21:00,2017/8/29 21:42,10794
10553,20170829,精彩点,超时空男臣(32)(大结局),2017/8/29 21:42,2017/8/29 22:24,10794
10553,20170901,精彩点,同盟(19),2017/9/1 23:12,2017/9/1 23:54,10794
10553,20170902,精彩点,08月19日 非诚勿扰：男嘉宾拿命追梦 终选女生感动飙泪(高清),2017/9/2 18:40,2017/9/2 20:04,10794
10553,20170905,精彩点,醉玲珑(32)(高清),2017/9/5 10:07,2017/9/5 10:09,10794
10553,20170905,精彩点,醉玲珑(32)(高清),2017/9/5 0:02,2017/9/5 0:55,10794
10553,20170905,精彩点,醉玲珑(31)(高清),2017/9/4 23:23,2017/9/5 0:02,10794
10553,20170906,精彩点,踩过界(15),2017/9/6 21:40,2017/9/6 22:23,10794
10553,20170906,精彩点,09月02日 中餐厅：周冬雨晋级“真主厨”(高清),2017/9/6 20:09,2017/9/6 21:36,10794
10553,20170906,精彩点,踩过界(17)(高清),2017/9/6 21:36,2017/9/6 21:38,10794
10553,20170906,精彩点,踩过界(17),2017/9/6 21:36,2017/9/6 21:38,10794
10553,20170906,精彩点,踩过界(13),2017/9/6 21:38,2017/9/6 21:40,10794
10553,20170907,精彩点,踩过界(18),2017/9/7 13:44,2017/9/7 14:26,10794
10553,20170907,精彩点,踩过界(17),2017/9/7 13:03,2017/9/7 13:45,10794
10553,20170907,精彩点,踩过界(16),2017/9/7 12:19,2017/9/7 13:03,10794
10553,20170907,精彩点,踩过界(17)(高清),2017/9/7 13:03,2017/9/7 13:45,10794
10553,20170910,精彩点,踩过界(19)(高清),2017/9/10 13:10,2017/9/10 13:52,10794
10553,20170910,精彩点,秦时丽人明月心(02)(高清),2017/9/10 20:47,2017/9/10 20:55,10794
10553,20170910,精彩点,踩过界(19),2017/9/10 13:10,2017/9/10 13:52,10794
10553,20170910,精彩点,秦时丽人明月心(01)(高清),2017/9/10 20:10,2017/9/10 20:20,10794
10553,20170910,精彩点,秦时丽人明月心(01)(高清),2017/9/10 20:20,2017/9/10 20:47,10794
10553,20170910,精彩点,踩过界(20),2017/9/10 13:52,2017/9/10 14:13,10794
10553,20170910,精彩点,秦时丽人明月心(01)(高清),2017/9/10 19:16,2017/9/10 20:10,10794
10553,20170911,精彩点,09月09日 中餐厅：黄晓明“新官上任”获赞(高清),2017/9/11 21:56,2017/9/11 22:02,10794
10553,20170911,精彩点,09月09日 中餐厅：黄晓明“新官上任”获赞(高清),2017/9/10 23:44,2017/9/11 1:04,10794
10553,20170911,精彩点,同盟(25),2017/9/11 22:31,2017/9/11 23:12,10794
10553,20170912,精彩点,09月02日 非诚勿扰：花痴女求撩狂示爱(高清),2017/9/12 23:53,2017/9/12 23:55,10794
10553,20170912,精彩点,09月02日 非诚勿扰：花痴女求撩狂示爱(高清),2017/9/12 12:43,2017/9/12 13:33,10794
10553,20170912,精彩点,醉玲珑(36)(高清),2017/9/12 11:51,2017/9/12 12:40,10794
10553,20170912,精彩点,醉玲珑(35)(高清),2017/9/12 11:12,2017/9/12 11:20,10794
10553,20170912,精彩点,醉玲珑(35)(高清),2017/9/12 11:20,2017/9/12 11:52,10794
10553,20170913,精彩点,关你家事(15),2017/9/13 21:50,2017/9/13 21:52,10794
10553,20170913,精彩点,关你家事(15),2017/9/13 2:21,2017/9/13 2:27,10794
10553,20170913,精彩点,关你家事(15),2017/9/13 1:55,2017/9/13 2:21,10794
10553,20170914,精彩点,嫁到这世界边端(01)(高清),2017/9/13 23:40,2017/9/14 0:05,10794
10553,20170914,精彩点,嫁到这世界边端(01),2017/9/13 23:40,2017/9/14 0:05,10794
10553,20170914,精彩点,嫁到这世界边端(02)(高清),2017/9/14 0:05,2017/9/14 0:25,10794
10553,20170914,精彩点,嫁到这世界边端(02),2017/9/14 0:05,2017/9/14 0:25,10794
10553,20170914,精彩点,嫁到这世界边端(03),2017/9/14 0:25,2017/9/14 0:45,10794
10553,20170914,精彩点,嫁到这世界边端(04),2017/9/14 0:45,2017/9/14 1:05,10794
10553,20170914,精彩点,09月09日 非诚勿扰：邵逸凡留灯！真情表白“双面法官”终牵手(高清),2017/9/14 12:12,2017/9/14 13:22,10794
10553,20170914,精彩点,嫁到这世界边端(03)(高清),2017/9/14 0:25,2017/9/14 0:45,10794
10553,20170914,精彩点,嫁到这世界边端(04)(高清),2017/9/14 0:45,2017/9/14 1:05,10794
10553,20170915,精彩点,嫁到这世界边端(08),2017/9/15 12:23,2017/9/15 12:45,10794
10553,20170915,精彩点,嫁到这世界边端(07),2017/9/15 10:18,2017/9/15 12:16,10794
10553,20170915,精彩点,嫁到这世界边端(07),2017/9/15 12:16,2017/9/15 12:23,10794
10553,20170915,精彩点,嫁到这世界边端(05),2017/9/15 9:20,2017/9/15 9:48,10794
10553,20170915,精彩点,嫁到这世界边端(06)(高清),2017/9/15 9:58,2017/9/15 10:18,10794
10553,20170915,精彩点,嫁到这世界边端(06),2017/9/15 9:58,2017/9/15 10:18,10794
10553,20170915,精彩点,嫁到这世界边端(05),2017/9/15 9:48,2017/9/15 9:58,10794
10553,20170916,精彩点,醉玲珑(42)(高清),2017/9/16 13:04,2017/9/16 13:45,10794
10553,20170917,精彩点,踩过界(21),2017/9/17 11:36,2017/9/17 12:22,10794
10553,20170917,精彩点,踩过界(22)(高清),2017/9/17 12:22,2017/9/17 12:57,10794
10553,20170917,精彩点,踩过界(22),2017/9/17 12:22,2017/9/17 12:57,10794
10553,20170918,精彩点,踩过界(22)(高清),2017/9/17 23:50,2017/9/18 0:05,10794
10553,20170918,精彩点,踩过界(22),2017/9/17 23:50,2017/9/18 0:05,10794
10553,20170921,精彩点,使徒行者2(02),2017/9/21 0:45,2017/9/21 1:36,10794
10553,20170922,精彩点,使徒行者2(02),2017/9/22 11:26,2017/9/22 11:27,10794
10553,20170922,精彩点,醉玲珑(45)(高清),2017/9/22 11:28,2017/9/22 12:09,10794
10553,20170922,精彩点,醉玲珑(46)(高清),2017/9/22 12:09,2017/9/22 13:04,10794
10553,20170923,精彩点,醉玲珑(46)(高清),2017/9/23 0:20,2017/9/23 0:24,10794
10553,20170923,精彩点,醉玲珑(47)(高清),2017/9/23 12:09,2017/9/23 12:50,10794
10553,20170923,精彩点,胡说八道真情假期(04),2017/9/23 1:56,2017/9/23 2:16,10794
10553,20170923,精彩点,胡说八道真情假期(03),2017/9/23 1:35,2017/9/23 1:56,10794
10553,20170923,精彩点,胡说八道真情假期(02),2017/9/23 1:11,2017/9/23 1:35,10794
10553,20170923,精彩点,胡说八道真情假期(04),2017/9/23 9:51,2017/9/23 12:07,10794
10553,20170923,精彩点,爱？回家之开心速递(153),2017/9/23 0:23,2017/9/23 0:47,10794
10553,20170924,精彩点,使徒行者2(04),2017/9/24 20:33,2017/9/24 21:23,10794
10553,20170924,精彩点,使徒行者2(05),2017/9/24 21:23,2017/9/24 22:18,10794
10553,20170924,精彩点,使徒行者2(03),2017/9/24 19:19,2017/9/24 20:04,10794
10553,20170924,精彩点,使徒行者2(02),2017/9/24 18:51,2017/9/24 19:19,10794
10553,20170924,精彩点,胡说八道真情假期(05),2017/9/24 18:16,2017/9/24 18:51,10794
10553,20170924,精彩点,使徒行者2(03),2017/9/24 20:04,2017/9/24 20:33,10794
10553,20170925,精彩点,使徒行者2(05),2017/9/25 12:19,2017/9/25 12:26,10794
10553,20170925,精彩点,使徒行者2(05),2017/9/25 12:26,2017/9/25 12:28,10794
10553,20170925,精彩点,那年花开月正圆(01)(高清),2017/9/25 19:34,2017/9/25 19:49,10794
10553,20170925,精彩点,踩过界(23),2017/9/25 19:50,2017/9/25 20:32,10794
10553,20170925,精彩点,踩过界(27),2017/9/25 22:37,2017/9/25 23:19,10794
10553,20170925,精彩点,踩过界(23)(高清),2017/9/25 19:50,2017/9/25 20:32,10794
10553,20170925,精彩点,使徒行者2(05),2017/9/25 12:28,2017/9/25 19:33,10794
10553,20170925,精彩点,踩过界(26),2017/9/25 21:55,2017/9/25 22:37,10794
10553,20170925,精彩点,踩过界(24),2017/9/25 20:32,2017/9/25 21:13,10794
10553,20170925,精彩点,踩过界(25),2017/9/25 21:13,2017/9/25 21:55,10794
