用户号,设备号,点播日期,节目名称,点播金额,点播金额.元.,二级目录
10889,10298,20170802,【NEW】异星觉醒(高清)(外星生物现邪恶真身，极致惊悚无尿点),999,9.99,院线大片
10891,11040,20170729,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
10891,11040,20170910,【NEW】新木乃伊(高清)(“黑暗宇宙”揭怪物序幕),999,9.99,院线大片
10907,10246,20170721,小猪佩奇 第四季(26)(高清),99,0.99,动漫剧场
10910,10425,20170716,【NEW】拆弹专家(高清)(刘德华边拆炸弹边“告白”),999,9.99,院线大片
10929,10703,20170805,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10929,10703,20170903,【NEW】银河护卫队2(高清)(漫威史上最佳续集，解星爵身世之谜),999,9.99,院线大片
10929,10703,20170905,【NEW】悟空传(高清)(彭于晏版悟空成暴走猴子),999,9.99,院线大片
10929,10703,20170910,【NEW】新木乃伊(高清)(“黑暗宇宙”揭怪物序幕),999,9.99,院线大片
10935,10146,20170709,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
10935,10146,20170820,美女与野兽(高清)(赫敏、大表哥，魔法古堡禁室培“爱”),999,9.99,院线大片
10936,11219,20170825,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
10936,11219,20170828,【NEW】银河护卫队2(高清)(漫威史上最佳续集，解星爵身世之谜),999,9.99,院线大片
10936,11219,20170925,【NEW】新木乃伊(高清)(“黑暗宇宙”揭怪物序幕),999,9.99,院线大片
10944,10781,20170701,博人传 火影忍者新时代(03)(高清),99,0.99,动漫剧场
10944,10781,20170701,食戟之灵 第二季(03)(高清),99,0.99,动漫剧场
10944,10781,20170718,十万个冷笑话 第三季(02)(高清),99,0.99,动漫剧场
10944,10781,20170810,在下坂本，有何贵干？(03)(高清),99,0.99,动漫剧场
10944,10781,20170810,在下坂本，有何贵干？(02)(高清),99,0.99,动漫剧场
10944,10781,20170811,在下坂本，有何贵干？(06)(高清),99,0.99,动漫剧场
10944,10781,20170811,在下坂本，有何贵干？(04)(高清),99,0.99,动漫剧场
10965,11092,20170706,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
10965,11092,20170909,【NEW】三生三世十里桃花(高清)(刘亦菲版“白浅”美出天际),999,9.99,院线大片
10965,11092,20170923,哆啦A梦：大雄的南极冰冰凉大冒险(高清)(回到10万年前),999,9.99,院线大片
10994,10115,20170917,拆弹专家(高清)(刘德华边拆炸弹边“告白”),999,9.99,院线大片
11002,10652,20170807,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
11021,10010,20170730,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11021,10010,20170903,【NEW】雄狮(国语版)(高清)(奥斯卡六项提名，“平民窟”男主寻亲路),999,9.99,院线大片
11031,10777,20170807,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
11039,10460,20170820,神兽金刚 第一季(03),199,1.99,少儿乐园
11039,10460,20170820,神兽金刚 第一季(02),199,1.99,少儿乐园
11040,11310,20170702,神兽金刚 第一季(06),199,1.99,少儿乐园
11040,11310,20170702,神兽金刚 第一季(05),199,1.99,少儿乐园
11040,11310,20170702,奥特银河大怪兽之战(03),499,4.99,少儿乐园
11040,11310,20170702,06月01日 超级飞侠三,49,0.49,精彩点
11040,11310,20170702,神兽金刚 第一季(02),199,1.99,少儿乐园
11040,11310,20170702,奥特银河大怪兽之战(02),499,4.99,少儿乐园
11040,11310,20170702,06月06日 超级飞侠三,49,0.49,精彩点
11040,11310,20170729,07月28日 神兽金刚,49,0.49,精彩点
11040,11310,20170729,06月23日 神兽金刚,49,0.49,精彩点
11040,11310,20170729,07月10日 神兽金刚,49,0.49,精彩点
11040,11310,20170813,07月07日 疯狂小糖,49,0.49,精彩点
11042,10767,20170705,06月06日 超级飞侠三,49,0.49,精彩点
11042,10767,20170705,奔跑吧兄弟 第二季(12)(高清),99,0.99,精彩点
11042,10767,20170706,06月07日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170706,07月03日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170706,07月02日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170712,06月28日 新大头儿子和小头爸爸(高清),49,0.49,精彩点
11042,10767,20170723,07月21日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170727,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
11042,10767,20170730,07月26日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170730,07月25日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170731,07月29日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170731,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
11042,10767,20170803,08月03日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170803,08月02日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,07月25日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,08月06日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,07月26日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,08月05日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,08月02日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170806,08月04日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170807,大军师司马懿之军师联盟(03)(高清),99,0.99,精彩点
11042,10767,20170807,08月07日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170807,08月03日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170808,07月29日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170808,07月28日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170808,07月26日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170808,08月01日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170808,大军师司马懿之军师联盟(04)(高清),99,0.99,精彩点
11042,10767,20170808,08月08日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170809,08月03日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170809,08月09日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170809,08月04日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170810,08月10日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170810,大军师司马懿之军师联盟(07)(高清),99,0.99,精彩点
11042,10767,20170814,08月04日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170814,08月05日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170814,07月19日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170814,07月18日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170815,08月08日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170815,08月06日 熊熊乐园(高清),49,0.49,精彩点
11042,10767,20170815,08月09日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170815,巴啦啦小魔仙音符之谜(45)(高清),49,0.49,精彩点
11042,10767,20170815,08月07日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170817,07月25日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170817,巴啦啦小魔仙音符之谜(12)(高清),49,0.49,精彩点
11042,10767,20170817,07月31日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170818,憨豆先生动画版 第二季(04)(高清),49,0.49,精彩点
11042,10767,20170818,憨豆先生动画版 第二季(05)(高清),49,0.49,精彩点
11042,10767,20170818,巴啦啦小魔仙音符之谜(30)(高清),49,0.49,精彩点
11042,10767,20170818,巴啦啦小魔仙音符之谜(31)(高清),49,0.49,精彩点
11042,10767,20170823,06月24日 棉花糖和云朵妈妈(高清),49,0.49,精彩点
11042,10767,20170823,08月12日 小猪佩奇(高清),49,0.49,精彩点
11042,10767,20170824,憨豆先生动画版 第二季(26)(高清),49,0.49,精彩点
11042,10767,20170824,憨豆先生动画版 第二季(25)(高清),49,0.49,精彩点
11042,10767,20170828,憨豆先生动画版 第二季(22)(高清),49,0.49,精彩点
11042,10767,20170908,08月13日 汪汪队立大功(高清),49,0.49,精彩点
11042,10767,20170908,07月16日 汪汪队立大功(高清),49,0.49,精彩点
11042,10767,20170910,大头儿子和小头爸爸(04)(高清),49,0.49,精彩点
11042,10767,20170910,07月23日 大耳朵图图彩色小世界,49,0.49,精彩点
11042,10767,20170910,大头儿子和小头爸爸(03)(高清),49,0.49,精彩点
11042,10767,20170910,大头儿子和小头爸爸(05)(高清),49,0.49,精彩点
11042,10767,20170917,08月19日 汪汪队立大功(高清),49,0.49,精彩点
11056,11282,20170811,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
11076,11233,20170803,大军师司马懿之军师联盟(23)(高清),99,0.99,精彩点
11085,10224,20170813,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11121,10230,20170813,卡斯波和丽莎(30)厨房大灾难,199,1.99,少儿乐园
11207,10352,20170828,【NEW】银河护卫队2(高清)(漫威史上最佳续集，解星爵身世之谜),999,9.99,院线大片
11220,10299,20170820,盖亚奥特曼(02),49,0.49,动漫剧场
11222,10195,20170731,地狱男爵(高清)(痴情恶魔弃暗投明),499,4.99,精彩点
11239,10040,20170730,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
11239,10040,20170820,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11239,10040,20170826,【NEW】女间谍(高清)(“火辣尤物”爆笑救场),999,9.99,院线大片
11244,10133,20170823,我们的爱(24)(高清),99,0.99,精彩点
11244,10133,20170823,我们的爱(23)(高清),99,0.99,精彩点
11244,10133,20170824,我们的爱(01)(高清),99,0.99,精彩点
11244,10133,20170901,那年花开月正圆(04)(高清),99,0.99,精彩点
11244,10133,20170901,那年花开月正圆(01)(高清),99,0.99,精彩点
11244,10133,20170901,那年花开月正圆(03)(高清),99,0.99,精彩点
11244,10133,20170901,那年花开月正圆(02)(高清),99,0.99,精彩点
11244,10133,20170902,那年花开月正圆(05)(高清),99,0.99,精彩点
11244,10133,20170902,那年花开月正圆(06)(高清),99,0.99,精彩点
11244,10133,20170903,那年花开月正圆(08)(高清),99,0.99,精彩点
11244,10133,20170903,那年花开月正圆(07)(高清),99,0.99,精彩点
11244,10133,20170908,那年花开月正圆(16)(高清),99,0.99,精彩点
11244,10133,20170910,那年花开月正圆(21)(高清),99,0.99,精彩点
11244,10133,20170910,那年花开月正圆(20)(高清),99,0.99,精彩点
11244,10133,20170912,那年花开月正圆(22)(高清),99,0.99,精彩点
11244,10133,20170916,那年花开月正圆(32)(高清),99,0.99,精彩点
11244,10133,20170916,那年花开月正圆(31)(高清),99,0.99,精彩点
11244,10133,20170920,那年花开月正圆(38)(高清),99,0.99,精彩点
11244,10133,20170920,那年花开月正圆(36)(高清),99,0.99,精彩点
11244,10133,20170921,那年花开月正圆(39)(高清),99,0.99,精彩点
11244,10133,20170926,那年花开月正圆(49)(高清),99,0.99,精彩点
11244,10133,20170927,那年花开月正圆(51)(高清),99,0.99,精彩点
11244,10133,20170927,那年花开月正圆(52)(高清),99,0.99,精彩点
11244,10133,20170929,那年花开月正圆(56)(高清),99,0.99,精彩点
11260,11258,20170807,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11262,10265,20170902,【NEW】京城81号2(高清)(四亿鬼王震撼归来，东方巫术触禁忌),999,9.99,院线大片
11270,11276,20170710,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11270,11276,20170718,【NEW】吃吃的爱(高清)(林志玲狠狠“掌掴”小S),999,9.99,院线大片
11270,11276,20170803,【NEW】拆弹专家(高清)(刘德华边拆炸弹边“告白”),999,9.99,院线大片
11270,11276,20170803,【NEW】速度与激情8(高清)(雪地飙车，竞速潜艇),999,9.99,院线大片
11270,11276,20170804,生化危机：终章(高清)(集结最强，战力升级),999,9.99,院线大片
11270,11276,20170814,【NEW】摔跤吧！爸爸(高清)(燃中带泪！三傻男主再出高分神片),999,9.99,院线大片
11270,11276,20170828,嫌疑人X的献身(高清)(王凯开解迷局，中国版结局谁是凶手),999,9.99,院线大片
11271,10782,20170723,【NEW】嫌疑人X的献身(高清)(王凯开解迷局，中国版结局谁是凶手),999,9.99,院线大片
11271,10782,20170803,春娇救志明(高清)(好久不见，好救不贱),999,9.99,院线大片
11325,11248,20170715,【NEW】血狼犬(高清)(狼犬大战震慑心灵),999,9.99,院线大片
