用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
10743,互动电视,正常        ,20151031,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151031,20151031,20500101,11287
10249,互动电视,正常        ,20130925,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130925,20130925,20500101,10641
10396,互动电视,正常        ,20131225,0,,互动49元包,互动49元包,20131225,20160201,20500101,10119
10719,互动电视,正常        ,20150917,0,,互动标准包,互动标准包-包月-26.5元,20150917,20170201,20500101,10189
10052,互动电视,正常        ,20130621,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130621,20130621,20500101,10082
10780,互动电视,正常        ,20151228,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,11194
10981,互动电视,正常        ,20170929,0,,互动标准包,互动标准包-包月-26.5元,20160419,20171101,20500101,10529
11184,互动电视,正常        ,20160726,61.5,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160726,20160726,20500101,10756
10944,互动电视,正常        ,20170324,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160317,20160317,20500101,10781
10430,互动电视,正常        ,20160322,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140108,20150101,20500101,10620
10429,互动电视,正常        ,20160322,180,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140108,20140108,20500101,10550
11097,互动电视,正常        ,20160816,150,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160816,20160816,20500101,10757
10016,互动电视,正常        ,20160418,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20070919,20140628,20500101,10420
10675,互动电视,正常        ,20160821,0,,互动59元包-480预存,互动59元包,20150716,20150716,20500101,11166
11108,互动电视,正常        ,20160921,180,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160921,20160921,20500101,10603
10793,互动电视,正常        ,20151228,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10162
10470,互动电视,正常        ,20161217,30,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140128,20140128,20500101,10619
10867,互动电视,正常        ,20160128,0,月享套餐-10M-包月-69元,互动+联合宽带-49元-月享,互动+联合宽带-49元包-17年月享,20160128,20170901,20500101,11113
10833,互动电视,正常        ,20171029,89,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10520
11255,互动电视,正常        ,20140704,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140704,20140704,20500101,11010
11256,互动电视,正常        ,20140704,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140704,20150101,20500101,10047
11153,互动电视,正常        ,20161129,265,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161129,20161129,20500101,10031
11290,互动电视,正常        ,20140917,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140917,20140917,20500101,10579
10765,互动电视,正常        ,20151207,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151207,20151207,20500101,10467
10731,互动电视,正常        ,20151127,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151013,20151013,20500101,11071
10125,互动电视,正常        ,20160704,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130808,20130808,20500101,10258
10652,互动电视,正常        ,20150616,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150616,20150616,20500101,10937
10855,互动电视,正常        ,20160127,0,,互动59元包-600预存,互动59元包-600预存,20160127,20160127,20500101,11300
10048,互动电视,正常        ,20130621,0,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130621,20130621,20500101,10633
10170,互动电视,正常        ,20130831,245.7,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20130831,20130831,20500101,11265
10169,互动电视,正常        ,20130831,85.7,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130831,20130831,20500101,10511
10990,互动电视,正常        ,20160426,30,,互动59元包-600预存,互动59元包-600预存,20160426,20160426,20500101,10401
10009,互动电视,正常        ,20090227,270,乐惠套餐-8M-包月-69元-预存600元,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20070927,20161201,20500101,11216
10060,互动电视,正常        ,20170623,0,融合套餐-6M-包年,[互动+宽带+3G]互动(26.5元/月)-捆时移回看(前三个月返还),互动基本套餐(26.5元/月)-捆绑全基本频道时移回看,20130625,20130625,20500101,10260
10707,互动电视,正常        ,20151025,0,,互动59元包-480预存,互动59元包,20150902,20150902,20500101,10634
11325,互动电视,正常        ,20160707,5.04,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160707,20160707,20500101,11248
10354,互动电视,正常        ,20160622,132.13,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131127,20131127,20500101,10389
10557,互动电视,正常        ,20141120,140,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141120,20141120,20500101,10869
10935,互动电视,正常        ,20160719,441.05,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160316,20160316,20500101,10146
10495,互动电视,正常        ,20160521,0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130822,20130822,20500101,11187
10660,互动电视,正常        ,20150624,0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150624,20150624,20500101,10435
10938,互动电视,正常        ,20160316,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160316,20160316,20500101,11115
10959,互动电视,正常        ,20160518,0,,互动59元包-600预存,互动59元包-600预存,20160329,20160329,20500101,10542
10026,互动电视,正常        ,20090228,105,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20070910,20160225,20500101,10332
10214,互动电视,正常        ,20130914,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130914,20130914,20500101,10417
10270,互动电视,正常        ,20131126,0,"乐惠59元套餐-2年-1516元(老互动送15M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20131003,20150901,20500101,10521
10969,互动电视,正常        ,20160405,30,,互动59元包-600预存,互动59元包-600预存,20160405,20160405,20500101,10720
10975,互动电视,正常        ,20160416,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160416,20160416,20500101,11134
10341,互动电视,正常        ,20131121,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131121,20131121,20500101,10217
10342,互动电视,正常        ,20131121,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131121,20131121,20500101,10628
10182,互动电视,正常        ,20130905,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130905,20130905,20500101,11023
10755,互动电视,正常        ,20151117,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151117,20151117,20500101,10124
10754,互动电视,正常        ,20151117,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151117,20151117,20500101,10168
11210,互动电视,正常        ,20160620,90,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160620,20160620,20500101,10317
10829,互动电视,正常        ,20160516,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160119,20160119,20500101,10241
10263,互动电视,正常        ,20130929,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130929,20130929,20500101,10585
10970,互动电视,正常        ,20160405,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160405,20160405,20500101,11274
11067,互动电视,正常        ,20171029,161,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160705,20160705,20500101,11147
10559,互动电视,正常        ,20141123,400,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141123,20141123,20500101,10845
11127,互动电视,正常        ,20161017,210,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161017,20161017,20500101,11111
11249,互动电视,正常        ,20161023,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140620,20150101,20500101,10300
11243,互动电视,正常        ,20161023,0,乐惠套餐-12M-2年-1880,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140609,20140609,20500101,11151
10085,互动电视,正常        ,20130826,0,,互动49元包,互动49元包,20130713,20150801,20500101,10452
10077,互动电视,正常        ,20170923,120,6M融合套餐1(互动+宽带),互动49元包,互动49元包,20130710,20150901,20500101,10525
10239,互动电视,正常        ,20130921,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130921,20130921,20500101,10589
10380,互动电视,正常        ,20161119,200,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131211,20131211,20500101,10523
10865,互动电视,正常        ,20170819,103,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160128,20160128,20500101,11270
10238,互动电视,正常        ,20130921,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130921,20130921,20500101,11069
10349,互动电视,正常        ,20171031,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131125,20131125,20500101,10196
10377,互动电视,正常        ,20131211,199.01,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131211,20131211,20500101,10674
10042,互动电视,正常        ,20150617,0,,预存入网(600元)(26.5元/月)-捆绑时移回看包月,预存入网(600元)(26.5元/月)-捆绑时移回看包月(资费),20130131,20130131,20500101,10034
10038,互动电视,正常        ,20150617,160,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20120816,20150101,20500101,10787
10140,互动电视,正常        ,20131018,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130816,20130816,20500101,10793
10549,互动电视,正常        ,20141031,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20141031,20141031,20500101,10838
11020,互动电视,正常        ,20160526,60,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160526,20160526,20500101,10135
10668,互动电视,正常        ,20170526,0,,互动59元包-480预存,互动59元包,20150704,20150704,20500101,10651
10659,互动电视,正常        ,20150623,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150623,20150623,20500101,10203
10487,互动电视,正常        ,20140309,0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140309,20140309,20500101,10734
10356,互动电视,正常        ,20131218,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131127,20131127,20500101,10117
10806,互动电视,正常        ,20160105,0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160105,20160105,20500101,10482
11197,互动电视,正常        ,20170703,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140617,20140617,20500101,10172
10529,互动电视,正常        ,20140525,0,乐惠套餐-8M-包月-69元,甜果+联合宽带-49包-月享,甜果+联合宽带-49包-月享,20140525,20161211,20500101,10699
11288,互动电视,正常        ,20140918,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20140918,20140918,20500101,10249
10665,互动电视,正常        ,20150626,0,,互动59元包-480预存,互动59元包,20150626,20150626,20500101,10560
10585,互动电视,正常        ,20150717,135.7,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141222,20141222,20500101,10877
10583,互动电视,正常        ,20151021,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20141222,20160301,20500101,10881
10586,互动电视,正常        ,20151021,85.7,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141222,20141222,20500101,10875
10607,互动电视,正常        ,20150115,97.5,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150115,20150115,20500101,10824
10608,互动电视,正常        ,20150115,0,,互动标准包-388购机-送12M体验,[互动]优惠购机(388元)(26.5元/月)(资费),20150115,20150115,20500101,10880
11205,互动电视,正常        ,20160122,32.5,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动标准包,互动标准包-包月-26.5元,20151002,20170901,20500101,11021
11189,互动电视,正常        ,20170717,300,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20140728,20170101,20500101,10351
11264,互动电视,正常        ,20140909,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140722,20140722,20500101,10772
10446,互动电视,正常        ,20140117,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20140117,20140117,20500101,10206
10826,互动电视,正常        ,20160116,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160116,20160116,20500101,10534
11152,互动电视,正常        ,20161126,240,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161126,20161126,20500101,11108
11295,互动电视,正常        ,20140930,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20140930,20140930,20500101,11246
10799,互动电视,正常        ,20160226,50,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20160112,20160112,20500101,10487
10276,互动电视,正常        ,20160321,0,[互动+宽带+3G](联通旧3G)6M融合套餐1,[互动+宽带+旧3G]互动(26.5元/月)-捆时移回看(前九个月返还),[互动+宽带+旧3G]互动(26.5元/月)-捆时移回看(前九个月返还)(资费),20131008,20131008,20500101,11142
10785,互动电视,正常        ,20151229,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151229,20151229,20500101,10786
11061,互动电视,正常        ,20160625,90,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160625,20160625,20500101,10350
10017,互动电视,正常        ,20170416,0,10M融合套餐-到期提速2(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20080108,20131024,20500101,10426
10554,互动电视,正常        ,20141110,25,,互动标准包-600购机-送快乐点2年,互动600购机-26.5元-送快乐点2年-送12M体验,20141110,20141110,20500101,10817
10385,互动电视,正常        ,20131214,400,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131214,20131214,20500101,10991
11054,互动电视,正常        ,20160616,90,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160616,20160616,20500101,11196
11329,互动电视,正常        ,20161019,59,乐惠套餐-15M-包月-89元-预存1年费用,甜果+联合宽带-59元包-月享,甜果+联合宽带-59元包-月享,20161019,20161019,20500101,10752
10124,互动电视,正常        ,20130808,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130808,20130808,20500101,11223
10600,互动电视,正常        ,20150106,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150106,20150106,20500101,10811
10925,互动电视,正常        ,20160306,445,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160306,20160306,20500101,10718
11145,互动电视,正常        ,20161119,240,,互动59元包-600预存,互动59元包-600预存,20161119,20161119,20500101,11102
10739,互动电视,正常        ,20151020,0,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动标准包,互动标准包-包月-26.5元,20151020,20171101,20500101,11050
10397,互动电视,正常        ,20131224,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131224,20131224,20500101,10137
10399,互动电视,正常        ,20131223,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131223,20150101,20500101,11315
10398,互动电视,正常        ,20131223,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131223,20131223,20500101,11024
10977,互动电视,正常        ,20160417,0,,互动39元包-租机,互动39元包-包月-租机,20160417,20160417,20500101,10447
10258,互动电视,正常        ,20130928,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130928,20130928,20500101,10784
10836,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,11039
10693,互动电视,正常        ,20150813,0,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150813,20150813,20500101,10950
10555,互动电视,正常        ,20151123,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141117,20141117,20500101,10860
10203,互动电视,正常        ,20131025,0,(联通渠道)[互动+宽带](员工688)10M融合套餐,(联通渠道)[互动+宽带](员工288)互动(26.5元/月)-捆绑一年时移回看,(联通渠道)[互动+宽带](员工288)互动(26.5元/月)-捆绑一年时移回看(资费),20130912,20130912,20500101,11112
11034,互动电视,正常        ,20160721,90,,互动59元包-600预存,互动59元包-600预存,20160606,20160606,20500101,10207
11121,互动电视,正常        ,20161007,233.01,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161007,20161007,20500101,10230
11236,互动电视,正常        ,20140518,0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140518,20140518,20500101,10805
11015,互动电视,正常        ,20160525,60,,互动59元包-600预存,互动59元包-600预存,20160525,20160525,20500101,10016
10920,互动电视,正常        ,20160302,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10294
10957,互动电视,正常        ,20160329,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160329,20160329,20500101,10439
10993,互动电视,正常        ,20160511,60,乐惠套餐-20M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160511,20170701,20500101,11168
10178,互动电视,正常        ,20131018,270,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20161201,20500101,10253
10171,互动电视,正常        ,20130831,0,,互动39元包-预存1年费用(客服),互动39元包-预存1年费用(客服),20130831,20150901,20500101,10169
10011,互动电视,正常        ,20090228,0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070823,20120512,20500101,11244
10801,互动电视,正常        ,20151231,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151231,20151231,20500101,11240
11072,互动电视,正常        ,20160706,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160706,20160706,20500101,11273
11166,互动电视,正常        ,20170102,600,,互动59元包-600预存,互动59元包-600预存,20170102,20170102,20500101,10548
11167,互动电视,正常        ,20170102,0,,互动59元包-600预存,互动59元包-600预存,20170102,20170102,20500101,10769
11297,互动电视,正常        ,20150921,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141001,20141001,20500101,10615
10737,互动电视,正常        ,20151020,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20151020,20151020,20500101,10044
10736,互动电视,正常        ,20151020,0,,互动59元包-480预存,互动59元包,20151020,20151020,20500101,10364
10845,互动电视,正常        ,20160123,0,,互动标准包,互动标准包-包月-26.5元,20160123,20170401,20500101,10632
10383,互动电视,正常        ,20131213,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131213,20131213,20500101,11231
11233,互动电视,正常        ,20140512,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140512,20140512,20500101,10764
11234,互动电视,正常        ,20140512,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140512,20150101,20500101,10650
10623,互动电视,正常        ,20150210,20,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150210,20150210,20500101,10905
10400,互动电视,正常        ,20140119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131226,20160401,20500101,11075
10733,互动电视,正常        ,20160118,0,,互动59元包-480预存,互动59元包,20151014,20151014,20500101,10464
11052,互动电视,正常        ,20160821,150,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160821,20160821,20500101,10062
11037,互动电视,正常        ,20160606,90,乐惠套餐-8M-包月-69元-预存600元v1,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20160606,20160606,20500101,10255
11080,互动电视,正常        ,20171031,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160718,20160718,20500101,11195
10189,互动电视,正常        ,20130907,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130907,20130907,20500101,11183
11077,互动电视,正常        ,20160714,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160714,20160714,20500101,10235
10832,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10073
10643,互动电视,正常        ,20150427,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150427,20150427,20500101,10929
10952,互动电视,正常        ,20160926,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160322,20160322,20500101,10953
10192,互动电视,正常        ,20130908,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,10488
10193,互动电视,正常        ,20130908,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130908,20150101,20500101,10200
10194,互动电视,正常        ,20130908,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130908,20150101,20500101,10318
11211,互动电视,正常        ,20170620,90,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160621,20160621,20500101,11198
10478,互动电视,正常        ,20140330,0,[互动+宽带]6M融合套餐(980),[互动+宽带]互动标准套餐(26.5元)—280购机入网,互动+联合宽带-包月-26.5元-280购机,20140330,20140330,20301231,10201
11281,互动电视,正常        ,20140828,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140828,20140828,20500101,10406
10922,互动电视,正常        ,20160303,0,,互动59元包-600预存,互动59元包-600预存,20160303,20160303,20500101,10281
10562,互动电视,正常        ,20171009,127,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141127,20141127,20500101,10848
11177,互动电视,正常        ,20160111,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160111,20160111,20500101,10302
10045,互动电视,正常        ,20150620,280,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130621,20130621,20500101,10261
10599,互动电视,正常        ,20170823,0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20150103,20150103,20500101,10890
