R61031,R73704
R12756,R50438
R36289,R64036
R59970,R14888
R75429,R42196
R69099,R38664
R51314,R21239
R65654,R45718
R30204,R18171
R40830,R34591
R60602,R83497
R76687,R90391
R32006,R64027
R31497,R76609
R22204,R48517
R64377,R25851
R86680,R25027
R26465,R78457
R84477,R40939
R36169,R54780
R16418,R63342
R80234,R18458
R24014,R71418
R47872,R50427
R28530,R75148
R65357,R73243
R79065,R64913
R71147,R66151
R85422,R43815
R53945,R33766
R96251,R16878
R58191,R77381
R10260,R74934
R88037,R57310
R63375,R54874
R71533,R19824
R13116,R47565
R17092,R73099
R37332,R57748
R16229,R52802
R61498,R89993
R65880,R45713
R46125,R91556
R26988,R61022
R38803,R84727
R98693,R69104
R83729,R11651
R38906,R41067
R24227,R25538
R58596,R19056
R90429,R57139
R68656,R92218
R74162,R54164
R50254,R59074
R54012,R65981
R53810,R12693
R42448,R87775
R37294,R53918
R36371,R41059
R95567,R44706
R21109,R93412
R74358,R71781
R70463,R77345
R20209,R89779
R16534,R82033
R34385,R94814
R56651,R59747
R21804,R21995
R38001,R94744
R87220,R21592
R78514,R58057
R87238,R43227
R97712,R44772
R32292,R95734
R91409,R31091
R73666,R79866
R77653,R39051
R90063,R60623
R96699,R15299
R54485,R66719
R81025,R50830
R94969,R58531
R96793,R51269
R46326,R25227
R94429,R82087
R50791,R86089
R58860,R75055
R38821,R69879
R50418,R79802
R47799,R44539
R70335,R37574
R75726,R54671
R21400,R86591
R99639,R41911
R58335,R71116
R27028,R13118
R86204,R32427
R54654,R33696
R28558,R54770
R43303,R55452
R42382,R12193
R70890,R81217
R31820,R58811
R73206,R58553
R72696,R24762
R24184,R84363
R90326,R87633
R84844,R69448
R94439,R68824
R38980,R70636
R51856,R37981
R17700,R72021
R72859,R27145
R55332,R68841
R12265,R27369
R25385,R17095
R78208,R85634
R90020,R55848
R30076,R53715
R38017,R94011
R81577,R31690
R46993,R52780
R29585,R30637
R54597,R45403
R84923,R31564
R81780,R48055
R37129,R92865
R58791,R44439
R71772,R11075
R61723,R96580
R93138,R30059
R82981,R54569
R37164,R48783
R91872,R95364
R15991,R39541
R70167,R61141
R47253,R27345
R79219,R13153
R65256,R13012
R40272,R59428
R64261,R55067
R14576,R35806
R77390,R53155
R58945,R27127
R21974,R31171
R42110,R14279
R68149,R65505
R65189,R71122
R88412,R68989
R28268,R51532
R25583,R70191
R89614,R24295
R55469,R18399
R72811,R82630
R30953,R93818
R77326,R29915
R27488,R22971
R35816,R70306
R90489,R38613
R11993,R48310
R24630,R40559
R17317,R11778
R83332,R56691
R98126,R46897
R16447,R22835
R28715,R36510
R67497,R66626
R70627,R57772
R87455,R38007
R54422,R80742
R39337,R52763
R29273,R26170
R91558,R53527
R42048,R98030
R95806,R95647
R79404,R42863
R80120,R94781
R24573,R28098
R98058,R83049
R19009,R47973
R33811,R48780
R35635,R68979
R13436,R65938
R51565,R39889
R10789,R93634
R50366,R36568
R35857,R23187
R42710,R49405
R45083,R46411
R96657,R47566
R46778,R92533
R49412,R69995
R59841,R72406
R82687,R60137
R42113,R14581
R94150,R63001
R87566,R80025
R56624,R93130
R43144,R29634
R35489,R39281
R64633,R68631
R77599,R59604
R85753,R19361
R72470,R77908
R40480,R82807
R15300,R70905
R36395,R58657
R39173,R61469
R29272,R24684
R28077,R58144
R38501,R68198
R41605,R87806
R27804,R47763
R11972,R68193
R27541,R38446
R49095,R77975
R93577,R21286
R43460,R85207
R95444,R21811
R75467,R17436
R48694,R82117
R90675,R51918
R74946,R47738
R26507,R91397
R76832,R59655
R20759,R90562
R17070,R93696
R25249,R49413
R93659,R91076
R24068,R44207
R59736,R49002
R26712,R86222
R70590,R21872
R52411,R26533
R90513,R88256
R54452,R10972
R84600,R56800
R42515,R85872
R45805,R25298
R43562,R89082
R71195,R64523
R58799,R30828
R16103,R99268
R38938,R65039
R36552,R40665
R71142,R55591
R84370,R62291
R54329,R90336
R76228,R12409
R66959,R38319
R96185,R88791
R77111,R25518
R52147,R11251
R87354,R51256
R66024,R45859
R91147,R32615
R44184,R72342
R36312,R50515
R61554,R17328
R53348,R56673
R39477,R96043
R51212,R11134
R50195,R20370
R56766,R41393
R22457,R54476
R19303,R49673
R66251,R81247
R14126,R13681
R17939,R10629
R85139,R40548
R81246,R26639
R88072,R61593
R45565,R77949
R54376,R37382
R66395,R38345
R19819,R64635
R99092,R71523
R62580,R63173
R37973,R96798
R69004,R14081
R10914,R36040
R67423,R18083
R52277,R75891
R56322,R15502
R40683,R76175
R19870,R56004
R16736,R62424
R32309,R55729
R71902,R24638
R30858,R91873
R94607,R55929
R70766,R89788
R74487,R27863
R11445,R80405
R47492,R84763
R71189,R93236
R11032,R53426
R29341,R75449
R22104,R63552
R58296,R35676
R10316,R91131
R96543,R44128
R98635,R39218
R48008,R76192
R22715,R63061
R95560,R26908
R31372,R43747
R89990,R61942
R24669,R22387
R92562,R31436
R98712,R64294
R22041,R20453
R62610,R49964
R57652,R20172
R31446,R88805
R30824,R20485
R31424,R33124
R73627,R91148
R34582,R77850
R15854,R86341
R52078,R90695
R34804,R15578
R53342,R66044
R10691,R42205
R93392,R86857
R55408,R28755
R59419,R69454
R65524,R45194
R54222,R10651
R19799,R31260
R44277,R74513
R35667,R84714
R33906,R42259
R19522,R27518
R22094,R79841
R29735,R72779
R11698,R37625
R71144,R27732
R29551,R78902
R10034,R21859
R97213,R46081
R90465,R18935
R39919,R16773
R75862,R46695
R56601,R43421
R86251,R90096
R50797,R34772
R98695,R21694
R97090,R18102
R62635,R54507
R72043,R43366
R79481,R90849
R93308,R98656
R34231,R72525
R16718,R18641
R23956,R16218
R12685,R50314
R56783,R69833
R48227,R81173
R28190,R53706
R44457,R71208
R57505,R94300
R90722,R25089
R37602,R22532
R14886,R58420
R25260,R57213
R87143,R93785
R44119,R54936
R94114,R94585
R86856,R38545
R92101,R83705
R93171,R77849
R94855,R37359
R92642,R47237
R26671,R53821
R24827,R68410
R53492,R95704
R94324,R49703
R89215,R99060
R95615,R41299
R73044,R70286
R99872,R63438
R31488,R66509
R21772,R67108
R34260,R56774
R27182,R48882
R17541,R29603
R91326,R75348
R59912,R19266
R14782,R14003
R53700,R32813
R87791,R43922
R33404,R90742
R22444,R34038
R18218,R15099
R41561,R50335
R63398,R29639
R41096,R12484
R96718,R55275
R68944,R52846
R24912,R67600
R62888,R10222
R69628,R90311
R31995,R87446
R97592,R75285
R11405,R56392
R83835,R33290
R73606,R39254
R99693,R18729
R78445,R95417
R52959,R75839
R79580,R27436
R66980,R37268
R45748,R99314
R90990,R63456
R92199,R37000
R71848,R73089
R17796,R59090
R97042,R88234
R37882,R43945
R13977,R38928
R13981,R74781
R69281,R38873
R73034,R76799
R67464,R70386
R40890,R57966
R89441,R40249
R32838,R55713
R97330,R85674
R55726,R57577
R34440,R61296
R23391,R22157
R88926,R76023
R69189,R72776
R52125,R79766
R19468,R19219
R94532,R89358
R81537,R68166
R45711,R88187
R24624,R24751
R37375,R26207
R18168,R23416
R49146,R56478
R27905,R19645
R21559,R50571
R85371,R80559
R37005,R69346
R56282,R13677
R99201,R26762
R41516,R70611
R24891,R18504
R25935,R77622
R64972,R53035
R64133,R47648
R25113,R86229
R31285,R80192
R15477,R31848
R75580,R96385
R64193,R38826
R66416,R77259
R74023,R33112
R53748,R13314
R41256,R43644
R94708,R78815
R22032,R52582
R15334,R19726
R73504,R33888
R38239,R97612
R30382,R89939
R91773,R95187
R42064,R43059
R88185,R67774
R83723,R59455
R39394,R55059
R47847,R91453
R92283,R35502
R12515,R40514
R45443,R56660
R40933,R40416
R90618,R49217
R14030,R29670
R64876,R27611
R74333,R57123
R53678,R63106
R17850,R48927
R88396,R63199
R40245,R99726
R97929,R23599
R60180,R59204
R65875,R20157
R21404,R93365
R79402,R21041
R94231,R63927
R37977,R80551
R13761,R65191
R91086,R10047
R28449,R75462
R33478,R64471
R30423,R39111
R74608,R47729
R63792,R31179
R83507,R92921
R11504,R95627
R22095,R41333
R15412,R64541
R33782,R99780
R63940,R11476
R40005,R34274
R78305,R39952
R37364,R67645
R44914,R66408
R68182,R12110
R30155,R28477
R10836,R62584
R39969,R53834
R85983,R12702
R18039,R54817
R85292,R89456
R41141,R25829
R77363,R49705
R80089,R29006
R67372,R47795
R70594,R74580
R97852,R93002
R51102,R71632
R12121,R39100
R32882,R18556
R90819,R27984
R82651,R24661
R82621,R92882
R58161,R95462
R69961,R46362
R51674,R53266
R41026,R87302
R20318,R82669
R42388,R19963
R42490,R59241
R99010,R12545
R61962,R78168
R38876,R79647
R53012,R89605
R94454,R23052
R94323,R74056
R79914,R61013
R60048,R53623
R29329,R92716
R35505,R78667
R63451,R68044
R16642,R61703
R90769,R25030
R87034,R30362
R92813,R20953
R88066,R16992
R69980,R16842
R18148,R83895
R69107,R55855
R81355,R72427
R93384,R22174
R16430,R17804
R27024,R15407
R99707,R54786
R49500,R32579
R18262,R44615
R79288,R30189
R15129,R52510
R80677,R98121
R20855,R61086
R84243,R72663
R72888,R83670
R10466,R83183
R69542,R84758
R32099,R24178
R90302,R14051
R62117,R17721
R43732,R23822
R68405,R81195
R70078,R44734
R72106,R94416
R89445,R86292
R28869,R84188
R84081,R63422
R87479,R29253
R50820,R60916
R31100,R65275
R97572,R76875
R54659,R52983
R48189,R96433
R26021,R31815
R93462,R87125
R99942,R88437
R23107,R42063
R81005,R10496
R33816,R70884
R62393,R67780
R48084,R12365
R23288,R82682
R96077,R12678
R61711,R29985
R11492,R24720
R85421,R94434
R96974,R45678
R97552,R30490
R29871,R48238
R27853,R42463
R45369,R45903
R19693,R66674
R76007,R14175
R36542,R74688
R39407,R56308
R89584,R55131
R87655,R53059
R71059,R57543
R67544,R46170
R79174,R39880
R70962,R88402
R28922,R80652
R41225,R92896
R74809,R15400
R51603,R70070
R21140,R24833
R79273,R30111
R27061,R92573
R89645,R66985
R42282,R73449
R25881,R14280
R18778,R25777
R12076,R56257
R41917,R30426
R96495,R86957
R40845,R36194
R45211,R51839
R97814,R45703
R23620,R82888
R23829,R39210
R74351,R88164
R11103,R52198
R64490,R14248
R46880,R82573
R42243,R32095
R54637,R30079
R84871,R98254
R22272,R41142
R81289,R25411
R11086,R15514
R52521,R73343
R86109,R52698
R79933,R66237
R16190,R80563
R67024,R91877
R56594,R31645
R48949,R50369
R46275,R39430
R94822,R50722
R35632,R34985
R97534,R97813
R99065,R34061
R42471,R41807
R61256,R83607
R19413,R71064
R62308,R99810
R65360,R25830
R91918,R62074
R68726,R15115
R25447,R63972
R96046,R31684
R61229,R53606
R40264,R37806
R62242,R77323
R34104,R89596
R85676,R14896
R91448,R81699
R28887,R93233
R53423,R80222
R56529,R85569
R47787,R84000
R61616,R31535
R75745,R54186
R81819,R30202
R45044,R39666
R56178,R71046
R80473,R53392
R78817,R31194
R26454,R40049
R17683,R75806
R96605,R49056
R51671,R37789
R23087,R18942
R91533,R20320
R79340,R50207
R82765,R92622
R64841,R35302
R75991,R83296
R67311,R89261
R36055,R44842
R99236,R64188
R85572,R87251
R79574,R93728
R29076,R96071
R57742,R77356
R26078,R89508
R53870,R91951
R77063,R68701
R29707,R88782
R66855,R21751
R61115,R92396
R68047,R19727
R54368,R12690
R67812,R62092
R91288,R14428
R44458,R83246
R11302,R37817
R20075,R55595
R44870,R27605
R65955,R54264
R72071,R17510
R19562,R55106
R53703,R25302
R29130,R43178
R12269,R52223
R66444,R66210
R70670,R49364
R55908,R33855
R35034,R99111
R28695,R83334
R86278,R98151
R56747,R83233
R54509,R86628
R14922,R95548
R79220,R48236
R22679,R35742
R70145,R83816
R22182,R58225
R92100,R95576
R29830,R23506
R82401,R71087
R40336,R49941
R76694,R94981
R84552,R72732
R90402,R23526
R64035,R26163
R85012,R19042
R80752,R48199
R44571,R70911
R69340,R78856
R18709,R95368
R80703,R52996
R77273,R33945
R94260,R25995
R68363,R20781
R10367,R96668
R39956,R82287
R88849,R18773
R80649,R76555
R30091,R90221
R49875,R97380
R79778,R94979
R86027,R18645
R23016,R28113
R71492,R63170
R36986,R46717
R43545,R65710
R88531,R76703
R59311,R24326
R18730,R79701
R16135,R38536
R76652,R58493
R51433,R23687
R91497,R66500
R47349,R63831
R33415,R87056
R76066,R42203
R37694,R32393
R22578,R93951
R94908,R32299
R81252,R79456
R32616,R90301
R59227,R62738
R29120,R33479
R92727,R29939
R98017,R91507
R12820,R39896
R81538,R39046
R25838,R35078
R37242,R54240
R68834,R86894
R44201,R59040
R16680,R51092
R71938,R36472
R79211,R79642
R40614,R64403
R72031,R57932
R71448,R23286
R17741,R32200
R35079,R13010
R98563,R98206
R36875,R39893
R20260,R23709
R30527,R64684
R98331,R45548
R51794,R36086
R31517,R36326
R84928,R81364
R45712,R49696
R56449,R38502
R48717,R82986
R24946,R70702
R72433,R60805
R30843,R32304
R55490,R27869
R75024,R46370
R86877,R89264
R10572,R66824
R28907,R70563
R71304,R73320
R36508,R76784
R18882,R80441
R94050,R33195
R10086,R21458
R91821,R25419
R23680,R93188
R17074,R58557
R41548,R14620
R60980,R36408
R94646,R14434
R14461,R72317
R83236,R17885
R91343,R73699
R11602,R96126
R19571,R66349
R69536,R16930
R24807,R77260
R71994,R45110
R98489,R79779
R62881,R96572
R66276,R98755
R56836,R49101
R89407,R58674
R13063,R49738
R32435,R79444
R87785,R77616
R34674,R37709
R48749,R29225
R17811,R73058
R52947,R26795
R25809,R56197
R87423,R88595
R48545,R40837
R83189,R52053
R84134,R70770
R50642,R91856
R45890,R46312
R96343,R19886
R58223,R95749
R37941,R18313
R27414,R90254
R47926,R96745
R49957,R94650
R14696,R95893
R20007,R64629
R25679,R93434
R53885,R88180
R82795,R65425
R30845,R60920
R73870,R57641
R71042,R92510
R41821,R35377
R80012,R62736
R23431,R99645
R90448,R42374
R84101,R95348
R19020,R39540
R33211,R98537
R55053,R24334
R96915,R52838
R80835,R95274
R96479,R78921
R84351,R13512
R51227,R68288
R38140,R15458
R42257,R57737
R61001,R19177
R54590,R23459
R92209,R36347
R18833,R68067
R73857,R59490
R63080,R27312
R52170,R35178
R72226,R10681
R44004,R89757
R78721,R19199
R98851,R28898
R34398,R72723
R38762,R52819
R71792,R94222
R77668,R38828
R87772,R47980
R66797,R21723
R82692,R49323
R25836,R45880
R71819,R35868
R20695,R27431
R20594,R32911
R88263,R88492
R41421,R35453
R60963,R51294
R48240,R81936
R96815,R39637
R97359,R99260
R76518,R55858
R97126,R37562
R25206,R64822
R27047,R25458
R49865,R75501
R80585,R54005
R79068,R82960
R45539,R33369
R83399,R46840
R92800,R88679
R17276,R45339
R47484,R48617
R96861,R75401
R93262,R83168
R70084,R21884
R70192,R31596
R38138,R96181
R92708,R23501
R20374,R82785
R11878,R78935
R41809,R26156
R37772,R92122
R35201,R44254
R99898,R78114
R77343,R13725
R90357,R63772
R43408,R89385
R87796,R30222
R50349,R39165
R91318,R84219
R28055,R26567
R90679,R80223
R31474,R84527
R68683,R32672
R34338,R81575
R55316,R28952
R23025,R97551
R42956,R86234
R59033,R12618
R97227,R72521
R33278,R57558
R38891,R67924
R63334,R24970
R76448,R74318
R14822,R39481
R26216,R75519
R55684,R53119
R21659,R80751
R25509,R40296
R81696,R51544
R38410,R47102
R22423,R97858
R17879,R60405
R13387,R68267
R33877,R82318
R66735,R11528
R30445,R59444
R86067,R95818
R73121,R13432
R43084,R18378
R90571,R28597
R83273,R17913
R70207,R90092
R88049,R42001
R13637,R65070
R60953,R84389
R35330,R21324
R54081,R98545
R47159,R24895
R19282,R80275
R92169,R81119
R73145,R36484
R56161,R22250
R59347,R70302
R34923,R33937
R81571,R86969
R69259,R76777
R90830,R11385
R94774,R36022
R28674,R22421
R21532,R89862
R34949,R24437
R15005,R30718
R85163,R14778
R57121,R19388
R55685,R75741
R73892,R82451
R77992,R99440
R58678,R87169
R25107,R91481
R22524,R38992
R56443,R78864
R69518,R50119
R63473,R77369
R86970,R44135
R67143,R68142
R99552,R52973
R44836,R43328
R88965,R31056
R96949,R74227
R32343,R43765
R25650,R51012
R76511,R75890
R58026,R30029
R91611,R52036
R12968,R31340
R20050,R70709
R30561,R43862
R64037,R48044
R46844,R54196
R48809,R89448
R97751,R96562
R48597,R16510
R47163,R83368
R21996,R70723
R81245,R18309
R49746,R55318
R16706,R46975
R96877,R42182
R84942,R50211
R27445,R96094
R39697,R67675
R12415,R10875
R28304,R55638
R93331,R26359
R59067,R92294
R56241,R43976
R71538,R43920
R96766,R63035
R97624,R42662
R57304,R16597
R67945,R72796
R39454,R25386
R17919,R35113
R11612,R19710
R88304,R92210
R97373,R10529
R31245,R50046
R78479,R29647
R42821,R49517
R10444,R37551
R32768,R71975
R13848,R29545
R28680,R54675
R59492,R87883
R82170,R20925
R37803,R54396
R65388,R38916
R19889,R97763
R55480,R41446
R79803,R23614
R69106,R13541
R78128,R67741
R59895,R79048
R82523,R18939
R26921,R36971
R81600,R89728
R19047,R81007
R40538,R76641
R97653,R36665
R55842,R16976
R72748,R53800
R21758,R93868
R17087,R52830
R67226,R70831
R10928,R89813
R70714,R34911
R19776,R31237
R48502,R88910
R91956,R79659
R50186,R60183
R79881,R42391
R83374,R83593
R42127,R38862
R91067,R26556
R54205,R77766
R82090,R98992
R63090,R90229
R20000,R25211
R49347,R54664
R11413,R65165
R18734,R80944
R16860,R45230
R34278,R60476
R33848,R56876
R29361,R37630
R49743,R67139
R71363,R97642
R10028,R10093
R64073,R32108
R95792,R36421
R79364,R50892
R60609,R56088
R45180,R44961
R97576,R76866
R77457,R40727
R84406,R75106
R10048,R95501
R39355,R50803
R43647,R48088
R73934,R96941
R32413,R53038
R62947,R63315
R57974,R99022
R41862,R43537
R44931,R33131
R27377,R60506
R73022,R72004
R72411,R26869
R61486,R34394
R58672,R65871
R93470,R50237
R14641,R73724
R73696,R14589
R69926,R84900
R20728,R86090
R42283,R36799
R99681,R74436
R74305,R47422
R92740,R76863
R89001,R82281
R80888,R49051
R89411,R70618
R34194,R58125
R61553,R29288
R68591,R76757
R52119,R61551
R59856,R75562
R27854,R41958
R49329,R50400
R25365,R51540
R72395,R21812
R63607,R86433
R15703,R91187
R12811,R47276
R29284,R83311
R90007,R21220
R59190,R24047
R74118,R91868
R38776,R95308
R85340,R80775
R89773,R30835
R11314,R99377
R90561,R49163
R71008,R15013
R34318,R38520
R76887,R46495
R28738,R78949
R54783,R97961
R68150,R92905
R50596,R24443
R46265,R10308
R99167,R78702
R29474,R29352
R63223,R68187
R81299,R87966
R11031,R99275
R15423,R76658
R37267,R36685
R98814,R41878
R34771,R71628
R49128,R47458
R33769,R76679
R93741,R86008
R35003,R62707
R44149,R14569
R80164,R12183
R61975,R91803
R85196,R85312
R17297,R55035
R68201,R69090
R59009,R23623
R46437,R60225
R28117,R46320
R77092,R96416
R10674,R38556
R92887,R75863
R10415,R78277
R56446,R59171
R18034,R37740
R45642,R41640
R46724,R32395
R88391,R84358
R15384,R31942
R22476,R33310
R17960,R32363
R89807,R98156
R73255,R44001
R58509,R49824
R66715,R53846
R32694,R61568
R29034,R62996
R24417,R72807
R69012,R52636
R92390,R14523
R95168,R26260
R43849,R28503
R21154,R77717
R34592,R37095
R43929,R51427
R17815,R10078
R66104,R86414
R62627,R81531
R53345,R29613
R26060,R42681
R19447,R67419
R77901,R97637
R28479,R47972
R32917,R41766
R10393,R47873
R33834,R21576
R22101,R17769
R30159,R64941
R16343,R22487
R64039,R20329
R98330,R38886
R74768,R48802
R24979,R77036
R28802,R26989
R79367,R45209
R39507,R42596
R99037,R74153
R81565,R57783
R84532,R32093
R61219,R19043
R48018,R87750
R45091,R56961
R53574,R65752
R47290,R82469
R62268,R45982
R71342,R61204
R34444,R59316
R30404,R99448
R48341,R52789
R73579,R31185
R78546,R62977
R54125,R82148
R81085,R40751
R59689,R75524
R41269,R15385
R98461,R86533
R65375,R25694
R36505,R45832
R63823,R20878
R57982,R48627
R93185,R33764
R15073,R88297
R75236,R58149
R25949,R21345
R64728,R87377
R96348,R51475
R70965,R94267
R25185,R43798
R32811,R11512
R68917,R64898
R92135,R57119
R72817,R82871
R44441,R72378
R41366,R14048
R55309,R55481
R88552,R22324
R56283,R74065
R12280,R97949
R76844,R53040
R81665,R47792
R15527,R47489
R17734,R55428
R82839,R99876
R64713,R35297
R37033,R24846
R20481,R77108
R46302,R75610
R99328,R72787
R88340,R27289
R97243,R20468
R62228,R60627
R86181,R45913
R68097,R80933
R87049,R18423
R12072,R30052
R70402,R54408
R32080,R12259
R40431,R67237
R76721,R20414
R41928,R87996
R18793,R11670
R54557,R16355
R13957,R84240
R63319,R55952
R75942,R71746
R69874,R69142
R63260,R20099
R32369,R55191
R65802,R99600
R22313,R80852
R50048,R29404
R22528,R65343
R99521,R74133
R29240,R81790
R77184,R23144
R36674,R41155
R14049,R30487
R45132,R30334
R61493,R31800
R65636,R58343
R89904,R85587
R14603,R17034
R48685,R97176
R62273,R20942
R73254,R67709
R17670,R57173
R27300,R15141
R17900,R88278
R42090,R91819
R11608,R11722
R82391,R95354
R56490,R77287
R87769,R88929
R72484,R18349
R34220,R50965
R72341,R46406
R33679,R29164
R63668,R51751
R92335,R78336
R47097,R70837
R88162,R31234
R96466,R16049
R50189,R55539
R91282,R73331
R21967,R14541
R89922,R20766
R51509,R53526
R68334,R75609
R45620,R44535
R50989,R78717
R66691,R31216
R96422,R91276
R16495,R22587
R80219,R80100
R20712,R80368
R75494,R82695
R73638,R70486
R78843,R89343
R72282,R19321
R16300,R20200
R23422,R68222
R92233,R49079
R58332,R79905
R98856,R75513
R36881,R29675
R21544,R72883
R31584,R23483
R97442,R70797
R46313,R50305
R85853,R69955
R70156,R16523
R71716,R61197
R18099,R51385
R12944,R35080
R34494,R46365
R18513,R34958
R71923,R64183
R58938,R54529
R26052,R52581
R72459,R71723
R93090,R18986
R95054,R83603
R21080,R75036
R22825,R28963
R92796,R68846
R89640,R33718
R95780,R44240
R25514,R88438
R76945,R20775
R71367,R69728
R11597,R81088
R84189,R95800
R58714,R99160
R63081,R84115
R48558,R34703
R13535,R84433
R98085,R27635
R43159,R77934
R72921,R43583
R45450,R92367
R30465,R87936
R52477,R60223
R58334,R68470
R27044,R41540
R50766,R17877
R43480,R78107
R25626,R10137
R99656,R25613
R36459,R53809
R92440,R21006
R82819,R27005
R82315,R82803
R12089,R48698
R17912,R53879
R15562,R58817
R34784,R69929
R25585,R92296
R10148,R39346
R22247,R88550
R37207,R12411
R99496,R70535
R17636,R67736
R97719,R31704
R90531,R92910
R74455,R86378
R80065,R93160
R62390,R34880
R53231,R61407
R15778,R65923
R63561,R33175
R48781,R53164
R68517,R99131
R79915,R65152
R53355,R72005
R95010,R50825
R69761,R84499
R76111,R96833
R63896,R76081
R78524,R80095
R26315,R53374
R33805,R42081
R16863,R45318
R80907,R40318
R58970,R66175
R85070,R26675
R55971,R69969
R57388,R68094
R25588,R25378
R16856,R31545
R29873,R58114
R30861,R49292
R37488,R44637
R97480,R21263
R17138,R89754
R29187,R56969
R57266,R63683
R41477,R21858
R53659,R82860
R15843,R73024
R70315,R70612
R82832,R12713
R84106,R15335
R51310,R83180
R53247,R80134
R41888,R90647
R38649,R31084
R56620,R49223
R41291,R55534
R89812,R16825
R57263,R42874
R47891,R96193
R23311,R21014
R99061,R20883
R50092,R28500
R14296,R61643
R53370,R41331
R26984,R88191
R37846,R43221
R23928,R24702
R29033,R42089
R24925,R96680
R17111,R75784
R52226,R73569
R49993,R57722
R81211,R17554
R44990,R94461
R78243,R22788
R56234,R10280
R21281,R21036
R32652,R48818
R37358,R61259
R52083,R95642
R83974,R96633
R25905,R91036
R26016,R57552
R31516,R24883
R90959,R34405
R81817,R57476
R33226,R53337
R18543,R76718
R68487,R60553
R90145,R47455
R41594,R61956
R61957,R21613
R17041,R52222
R19537,R53982
R71535,R94325
R41913,R86250
R49569,R10738
R33172,R84046
